primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
1732.567138671875,1181.15576171875,1764.9261474609375,1766.511474609375,2353.91650390625,1221.1697998046875,588.1322631835938,1964.25390625,2593.22021484375,680.7498168945312
