seed 10,seed 20,seed 30,seed 40,seed 50,seed 60,seed 70,seed 80
71.81010437011719,72.95896911621094,72.52105712890625,71.78495788574219,72.42607879638672,70.27637481689453,70.22132110595703,71.18160247802734
