seed 10,seed 20,seed 30,seed 40,seed 50,seed 60,seed 70,seed 80
2391.428399019455,1309.4660044787859,1924.7726905157926,963.8254668680532,2312.54017847125,1941.501933154706,1014.2070464590117,776.5481847406402
1611.163652773832,1596.9823768461697,1640.4267144312887,879.3611973729764,916.090197843026,1656.650242659143,813.0571039588248,831.3274821966031
848.6722374780074,1614.805869246201,1461.449065727956,1250.6369073774742,1424.2815706141153,1768.8328754606514,2554.1600110935537,1536.0799665552508
1828.5952190016856,1527.8803406937107,1073.7738269019123,2633.124301026632,1175.3335747745843,1200.9386463777064,1052.9954431797114,1956.0120806024067
1607.4016564229983,2296.263355105042,580.8065021151394,1328.950083472579,949.9149310399276,2521.266607678264,2116.4128968922496,1299.8789319314567
938.5916357230324,1278.987409870278,753.9218350889845,2386.549347814727,2390.508524614663,1409.1426074379106,2021.225696321936,1788.3123933301401
1414.620542193215,1283.889662827381,901.8540806925756,1910.0657955682464,1121.2466542271143,684.4379048730744,1474.5270613446037,669.89715388027
1622.3379409211616,921.9852958293746,2882.1866112137086,1005.2616984289806,1433.6937453825874,543.7686027184787,1766.7591646036744,1029.146064736021
1672.7038353417508,1855.1201123691676,1063.0527207600912,1349.7644884400984,1701.0664915740629,1449.4172939907728,2132.019538044319,2326.9989647317066
712.8908490760299,925.2685847345446,773.2069942066962,2422.4919159017545,1256.9526064471138,402.68934972266476,826.5505918913003,1601.9527307708715
