primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
2161.64404296875,1415.908447265625,162.8404998779297,1740.7943115234375,1557.4969482421875,120.1840591430664,864.7698364257812,1700.956787109375,984.107421875,461.2208557128906
