param scale,primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
0.5,3767.138671875,749.1090698242188,1814.3677978515625,4094.234375,2662.654296875,3095.00634765625,2558.0546875,1657.044189453125,3157.6953125,3836.50439453125
0.6,3568.719482421875,705.0916137695312,2103.3544921875,4164.7900390625,2275.810546875,3436.78857421875,2404.139892578125,1778.8492431640625,2839.505126953125,3861.86328125
0.7,3753.292236328125,738.808837890625,2335.971923828125,4232.234375,2472.197265625,3389.09814453125,2510.45703125,1167.435791015625,2655.639404296875,3887.624267578125
0.8,3628.19580078125,740.5057983398438,2259.64208984375,4293.16259765625,2194.09326171875,3600.80908203125,2526.347900390625,1678.9365234375,2668.687744140625,3890.662109375
0.9,3816.475830078125,802.2640380859375,2170.728271484375,4324.458984375,2088.525390625,3484.387939453125,2516.5625,1467.1226806640625,2198.551513671875,3871.534423828125
1.0,3844.546875,830.0577392578125,2499.537841796875,4368.80908203125,2205.3720703125,3614.701904296875,2513.744140625,1808.9820556640625,2794.11376953125,3880.1328125
1.1,4013.29833984375,879.1687622070312,2228.37255859375,4345.6474609375,2220.18310546875,3522.45556640625,1817.208251953125,1464.307861328125,2101.611328125,3865.90234375
1.2,3795.076171875,870.0558471679688,2439.74072265625,4305.36181640625,2070.810546875,3401.243408203125,1743.2252197265625,1588.8177490234375,2696.169189453125,3814.03271484375
1.3,3124.7548828125,827.5812377929688,2337.432373046875,2461.00341796875,2020.220458984375,2116.52587890625,780.4429931640625,1465.993408203125,3181.01904296875,3677.89306640625
1.4,2250.20556640625,729.8236083984375,1809.021484375,912.7263793945312,1636.265869140625,1854.971435546875,620.2630004882812,1411.5302734375,2488.252685546875,3608.510986328125
1.5,1252.7506103515625,741.7366333007812,1714.69140625,920.53076171875,1600.251220703125,1057.937255859375,494.4466247558594,1382.408447265625,2264.99169921875,3516.28076171875
1.6,791.2357177734375,700.6522827148438,1112.594482421875,2871.401123046875,1320.1756591796875,891.8582153320312,417.68450927734375,1167.1226806640625,1599.775146484375,3597.3828125
1.7,821.8466796875,577.5233764648438,798.112548828125,3052.86376953125,1630.4541015625,1783.9869384765625,381.607421875,937.4681396484375,1346.09326171875,3530.544921875
1.8,794.9967041015625,664.0760498046875,652.4113159179688,3004.137451171875,1583.3258056640625,2379.2822265625,333.6435546875,747.4469604492188,1228.751220703125,2809.515625
1.9,738.0556640625,605.8534545898438,546.483154296875,2754.1455078125,1785.6744384765625,1433.542724609375,318.1967468261719,1364.736572265625,650.2020263671875,3419.63671875
2.0,718.5708618164062,611.1646118164062,502.967529296875,1801.797607421875,1323.668212890625,1332.236083984375,297.88812255859375,1066.520751953125,507.95428466796875,3143.20068359375
2.1,682.7100830078125,609.62353515625,467.76202392578125,1900.596923828125,1476.7213134765625,1229.499267578125,281.66302490234375,1066.350830078125,469.44476318359375,3397.82275390625
2.2,586.1885375976562,578.496826171875,441.1759338378906,1747.1644287109375,1601.24560546875,712.0225830078125,275.0299377441406,1130.9288330078125,433.95709228515625,3378.42041015625
2.3,548.0897216796875,550.0438232421875,421.15240478515625,1456.0596923828125,1381.4569091796875,607.4412841796875,268.87908935546875,1034.1439208984375,398.638427734375,999.3779296875
2.4,526.4996337890625,559.7928466796875,413.20947265625,1543.8267822265625,1065.534912109375,556.1005249023438,258.85284423828125,895.6981201171875,352.18255615234375,526.1737060546875
