seed 10,seed 20,seed 30,seed 40,seed 50,seed 60,seed 70,seed 80
78.34378814697266,79.69025421142578,78.62156677246094,78.43873596191406,79.41487121582031,77.2619857788086,77.4920883178711,77.58758544921875
