primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
912.4017333984375,6.849239349365234,15.236658096313477,470.1417541503906,20.318180084228516,134.14797973632812,408.24847412109375,475.5099182128906,33.45282745361328,404.1310119628906
