param scale,primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
0.5,2699.809814453125,2925.647216796875,1026.903076171875,2895.53857421875,227.0084686279297,1592.9146728515625,2170.02490234375,2670.432373046875,1055.029052734375,261.7873229980469
0.6,2813.79150390625,2996.213623046875,1027.2757568359375,2961.68359375,229.8238983154297,1328.1572265625,2159.751953125,2746.37109375,1055.100341796875,679.14306640625
0.7,2909.080078125,2881.970947265625,1027.167236328125,3015.8701171875,230.00070190429688,1055.262451171875,2422.58203125,2801.95263671875,1055.322509765625,1687.8121337890625
0.8,3010.547607421875,3066.48876953125,1027.383056640625,3035.615966796875,231.38723754882812,2400.27392578125,2509.51123046875,2860.81689453125,1055.0523681640625,3163.924072265625
0.9,3175.9833984375,3298.361328125,1027.3468017578125,3059.781494140625,231.894775390625,3033.383056640625,2549.03564453125,2916.447265625,1055.3314208984375,3227.78125
1.0,3233.12548828125,3128.77783203125,1027.5858154296875,3078.87158203125,233.2563934326172,3029.8818359375,2639.839599609375,3030.908203125,1024.928466796875,3261.724853515625
1.1,3249.0400390625,3353.870361328125,1027.557373046875,3108.06982421875,233.8448028564453,3197.192138671875,2642.83349609375,3140.33349609375,374.7304382324219,3300.43994140625
1.2,1409.805419921875,3380.31494140625,1027.845703125,3124.6416015625,235.38088989257812,3233.130859375,2718.841552734375,3221.44873046875,339.36248779296875,3324.104736328125
1.3,1354.412353515625,3396.66748046875,1027.9219970703125,3130.36962890625,236.93704223632812,3231.540771484375,2805.881103515625,3297.833251953125,325.97088623046875,3342.78857421875
1.4,1735.959716796875,3442.22314453125,1027.6998291015625,3166.98388671875,236.6047821044922,3269.44384765625,2276.537109375,3337.199951171875,315.08453369140625,3351.801513671875
1.5,1634.396728515625,3472.55419921875,1028.123779296875,3159.881591796875,238.1732940673828,1207.04150390625,2107.97802734375,3392.02294921875,305.5949401855469,3361.802734375
1.6,1695.654541015625,3559.39111328125,1028.167724609375,3039.88916015625,239.6411895751953,884.7809448242188,1593.710205078125,3436.600341796875,300.39459228515625,3366.72412109375
1.7,1574.183837890625,3598.98388671875,1028.0914306640625,3039.97216796875,237.7906494140625,806.2254638671875,1939.652587890625,3197.50341796875,295.9404602050781,3364.692626953125
1.8,1403.532958984375,3608.303955078125,1028.213134765625,2016.6363525390625,238.81924438476562,788.2677001953125,1550.9825439453125,3384.089111328125,293.6285095214844,3356.71484375
1.9,1213.3236083984375,3256.44970703125,1028.4361572265625,1193.38134765625,241.0167236328125,762.0521240234375,1381.7119140625,1967.647705078125,291.3467102050781,3360.253173828125
2.0,1118.1134033203125,1891.9228515625,256.5922546386719,962.1627197265625,243.8859405517578,759.5971069335938,503.9764709472656,1223.40380859375,289.4417724609375,3355.858154296875
2.1,1062.6396484375,1073.2750244140625,230.5376434326172,807.2093505859375,241.7083282470703,759.9766845703125,394.62640380859375,999.9796752929688,288.00885009765625,2791.21240234375
2.2,972.8212890625,1002.0076293945312,215.2840118408203,753.6182861328125,241.415283203125,710.0052490234375,383.0679931640625,935.498046875,287.53564453125,1826.7591552734375
2.3,947.0402221679688,965.9337768554688,205.71591186523438,706.366943359375,241.80105590820312,699.7020263671875,380.7167053222656,893.4866333007812,287.4049377441406,1533.483642578125
2.4,941.9468994140625,856.2869873046875,197.53591918945312,669.2940673828125,240.8188934326172,683.3133544921875,378.3627014160156,813.2930908203125,287.36175537109375,1400.10791015625
