seed 10,seed 20,seed 30,seed 40,seed 50,seed 60,seed 70,seed 80
2786.515380859375,2806.388916015625,3027.78466796875,3681.788330078125,2490.398193359375,3138.01025390625,3929.436279296875,3225.78125
1841.670166015625,2784.66015625,2504.804931640625,2366.27490234375,3270.1708984375,764.5516357421875,870.7591552734375,2468.52685546875
1016.9874267578125,2470.430419921875,2898.68017578125,1568.29833984375,1945.530029296875,3582.23291015625,2306.508544921875,3645.094970703125
2837.657958984375,2406.474609375,1155.333984375,2915.0556640625,2028.015625,2793.816650390625,4367.77587890625,2594.630126953125
3011.109130859375,2735.76806640625,2505.92822265625,3403.349609375,2908.070068359375,3172.45751953125,1985.9619140625,3677.102294921875
3033.62255859375,1645.323974609375,2777.514892578125,2209.5556640625,1905.4896240234375,2728.931396484375,3540.86474609375,1383.6395263671875
2308.196533203125,2832.655517578125,2214.000732421875,3915.73095703125,2725.666259765625,2369.385498046875,2542.72802734375,3382.734375
3019.685302734375,2461.95654296875,790.13623046875,2311.32861328125,1844.660400390625,2804.442626953125,1607.971923828125,3840.964111328125
2735.394287109375,2583.84326171875,3036.158447265625,3589.345703125,3022.777587890625,3710.06494140625,2459.67236328125,3188.755615234375
2779.734130859375,2303.62353515625,2914.781982421875,2790.281005859375,594.7721557617188,2375.34912109375,3894.33544921875,3709.665283203125
