primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
1.2620143704507294,0.07060493890011373,-0.05145252332018916,8.56890030053004,1.4942420041104754,8.243909196265522,0.6795906548368142,6.1627659128834145,-0.35365953282805945,3.9570697092793514
