noise scale,primitive 0
0.0,-1.6275787609420553
0.1,-1.8528079574693863
0.2,-2.013677512326867
0.3,-2.123364038869949
0.4,-2.152901010745295
0.5,-2.3938938851225844
0.6,-2.044022950384936
0.7,-2.039916038737488
0.8,-2.5181405142220283
0.9,-1.6135597485721842
1.0,-2.8174766972409517
