param scale,primitive 0
0.5,715.6679077148438
0.6,690.3477783203125
0.7,853.5338745117188
0.8,991.1956176757812
0.9,3106.96240234375
1.0,3168.921875
1.1,916.5322265625
1.2,874.0324096679688
1.3,476.72601318359375
1.4,428.61004638671875
1.5,400.896240234375
1.6,371.52392578125
1.7,338.6634826660156
1.8,312.25115966796875
1.9,303.77484130859375
2.0,293.54913330078125
2.1,282.4593505859375
2.2,276.9837951660156
2.3,272.596435546875
2.4,268.255859375
