param scale,primitive 0
0.5,2842.98388671875
0.6,2777.75341796875
0.7,2694.47021484375
0.8,2813.673095703125
0.9,2845.08349609375
1.0,2809.63623046875
1.1,2824.24072265625
1.2,2819.187255859375
1.3,2787.430908203125
1.4,2766.327880859375
1.5,2707.766845703125
1.6,2703.494873046875
1.7,2584.912109375
1.8,2642.02490234375
1.9,2344.9404296875
2.0,2073.47607421875
2.1,2003.6416015625
2.2,1830.340087890625
2.3,1432.68798828125
2.4,1582.265625
