noise scale,primitive 0
0.0,3282.08154296875
0.1,2937.4287109375
0.2,2511.14013671875
0.3,1828.6549072265625
0.4,1285.075439453125
0.5,1090.7425537109375
0.6,870.6256713867188
0.7,826.3460693359375
0.8,695.2839965820312
0.9,670.6318969726562
1.0,553.8222045898438
1.1,466.67431640625
1.2,386.4819030761719
1.3,377.8339538574219
1.4,437.1908264160156
1.5,328.6701354980469
