noise scale,primitive 0
0.0,-2.2939815579024807
0.1,-1.8575125886835369
0.2,-4.174332363479817
0.3,-2.0180395038729464
0.4,-2.473455360281899
0.5,-2.5768929117561776
0.6,-2.683237141597437
0.7,-2.9123364622323886
0.8,-2.2904953147422127
0.9,-2.5335615944583014
1.0,-2.5869034550196623
