noise scale,primitive 0
0.0,2476.927978515625
0.1,2512.07275390625
0.2,2500.849853515625
0.3,2455.671142578125
0.4,2433.89794921875
0.5,2420.3837890625
0.6,2372.850341796875
0.7,2298.45947265625
0.8,2268.9482421875
0.9,2213.546142578125
1.0,2135.9287109375
1.1,2071.42041015625
1.2,1926.8277587890625
1.3,1833.3765869140625
1.4,1741.335205078125
1.5,1624.28564453125
