noise scale,primitive 0
0.0,-1.907353835261614
0.1,-1.5163614675259054
0.2,-1.5943266367384104
0.3,-1.883936376744049
0.4,-1.925569175440095
0.5,-2.29021986738742
0.6,-2.4057690459451346
0.7,-2.332926461301226
0.8,-2.078458610732002
0.9,-1.824952262157883
1.0,-1.873181175562
