param scale,primitive 0
0.5,2534.44140625
0.6,2937.989501953125
0.7,3046.032470703125
0.8,3029.02490234375
0.9,2925.97900390625
1.0,2720.871337890625
1.1,2621.353515625
1.2,2686.427001953125
1.3,2217.720703125
1.4,2245.13427734375
1.5,2348.6552734375
1.6,1930.8740234375
1.7,2022.581298828125
1.8,2019.3472900390625
1.9,2045.572509765625
2.0,1884.802978515625
2.1,1861.3125
2.2,1937.9576416015625
2.3,1860.8538818359375
2.4,2003.6986083984375
