noise scale,primitive 0
0.0,2936.96044921875
0.1,3501.753173828125
0.2,3226.451416015625
0.3,3013.8134765625
0.4,2540.183837890625
0.5,2952.833984375
0.6,1987.9564208984375
0.7,1486.2939453125
0.8,1156.8282470703125
0.9,871.2442626953125
1.0,681.75341796875
1.1,683.537841796875
1.2,478.25640869140625
1.3,527.8475341796875
1.4,415.11248779296875
1.5,297.2814636230469
