param scale,primitive 0
0.5,2596.843505859375
0.6,3432.65966796875
0.7,3571.24658203125
0.8,3534.056640625
0.9,3483.83447265625
1.0,3428.48779296875
1.1,3369.49609375
1.2,3312.16943359375
1.3,3259.28466796875
1.4,3227.57373046875
1.5,3169.521240234375
1.6,3127.67822265625
1.7,3109.664794921875
1.8,3044.21337890625
1.9,3038.23681640625
2.0,3005.59716796875
2.1,2997.69873046875
2.2,2972.39990234375
2.3,2940.03955078125
2.4,2911.10791015625
