param scale,primitive 0
0.5,2878.304443359375
0.6,3567.006591796875
0.7,3591.09521484375
0.8,3908.75146484375
0.9,3594.03857421875
1.0,4084.432861328125
1.1,3954.59619140625
1.2,3860.093017578125
1.3,3752.41015625
1.4,3580.60498046875
1.5,3581.93359375
1.6,3357.968017578125
1.7,3430.73046875
1.8,3321.55419921875
1.9,3226.93798828125
2.0,3151.071044921875
2.1,2987.83740234375
2.2,2924.21533203125
2.3,2705.276123046875
2.4,2739.7001953125
