noise scale,primitive 0
0.0,2791.72265625
0.1,2804.43798828125
0.2,2816.05224609375
0.3,2727.99853515625
0.4,2568.18310546875
0.5,1731.607666015625
0.6,1358.3575439453125
0.7,614.6385498046875
0.8,525.6414794921875
0.9,403.80889892578125
1.0,431.431884765625
1.1,351.80621337890625
1.2,370.9302062988281
1.3,365.4105529785156
1.4,359.1409606933594
1.5,325.7666931152344
