noise scale,primitive 0
0.0,2390.313232421875
0.1,2527.823974609375
0.2,2307.568359375
0.3,2494.60302734375
0.4,2422.48486328125
0.5,2332.602294921875
0.6,2171.705078125
0.7,2298.20654296875
0.8,2030.131103515625
0.9,2024.6044921875
1.0,1794.7877197265625
1.1,1681.904296875
1.2,1647.519287109375
1.3,1471.1495361328125
1.4,1176.216552734375
1.5,1071.361572265625
