noise scale,primitive 0
0.0,2309.8662109375
0.1,2094.93798828125
0.2,2362.386962890625
0.3,1981.6722412109375
0.4,1963.777587890625
0.5,1972.7640380859375
0.6,1992.78125
0.7,1743.7923583984375
0.8,2004.8671875
0.9,1579.423583984375
1.0,1567.498779296875
1.1,1419.9903564453125
1.2,1393.080810546875
1.3,1484.4544677734375
1.4,1643.8707275390625
1.5,1289.544189453125
