param scale,primitive 0
0.5,805.9075927734375
0.6,863.5895385742188
0.7,1083.949951171875
0.8,3084.314453125
0.9,3213.96240234375
1.0,3269.769775390625
1.1,1621.920166015625
1.2,967.2965087890625
1.3,512.2764892578125
1.4,441.89080810546875
1.5,411.4889221191406
1.6,385.8792419433594
1.7,360.65081787109375
1.8,334.5992126464844
1.9,311.7702941894531
2.0,293.89776611328125
2.1,282.1330261230469
2.2,273.48358154296875
2.3,269.5489196777344
2.4,266.2733459472656
