noise scale,primitive 0
0.0,3149.0556640625
0.1,2602.891357421875
0.2,1323.3983154296875
0.3,998.2091674804688
0.4,678.388671875
0.5,604.5431518554688
0.6,558.1670532226562
0.7,391.29547119140625
0.8,381.9609375
0.9,325.30975341796875
1.0,283.6700744628906
1.1,275.5918273925781
1.2,280.39630126953125
1.3,266.64483642578125
1.4,260.557861328125
1.5,256.4706726074219
