param scale,primitive 0
0.5,1273.744873046875
0.6,1201.925048828125
0.7,1179.8648681640625
0.8,1129.1402587890625
0.9,1405.567138671875
1.0,1392.8140869140625
1.1,1190.00048828125
1.2,1009.7936401367188
1.3,1003.6594848632812
1.4,966.779296875
1.5,967.70751953125
1.6,849.7404174804688
1.7,891.6671142578125
1.8,741.5281982421875
1.9,738.4906005859375
2.0,760.3082275390625
2.1,617.2659301757812
2.2,531.1343994140625
2.3,506.8394470214844
2.4,666.7570190429688
