param scale,primitive 0
0.5,2342.92626953125
0.6,2497.28173828125
0.7,2597.6201171875
0.8,2393.102783203125
0.9,2561.974365234375
1.0,2511.039306640625
1.1,2324.87744140625
1.2,2073.47998046875
1.3,1774.7633056640625
1.4,1544.591064453125
1.5,1649.573486328125
1.6,1421.9776611328125
1.7,1345.2376708984375
1.8,1406.6240234375
1.9,1101.918701171875
2.0,1214.0289306640625
2.1,1156.067138671875
2.2,922.9435424804688
2.3,1131.1748046875
2.4,923.1101684570312
