noise scale,primitive 0
0.0,3547.02392578125
0.1,3811.93310546875
0.2,3782.72265625
0.3,3467.36865234375
0.4,3341.032470703125
0.5,3470.3203125
0.6,2570.03369140625
0.7,2166.80859375
0.8,2242.272705078125
0.9,1316.4119873046875
1.0,1138.701904296875
1.1,829.2818603515625
1.2,902.96728515625
1.3,720.4423217773438
1.4,582.8248901367188
1.5,505.17169189453125
