noise scale,primitive 0
0.0,2137.32958984375
0.1,2307.64208984375
0.2,2466.4521484375
0.3,2031.1851806640625
0.4,2111.557373046875
0.5,2192.96484375
0.6,2203.308837890625
0.7,2229.643798828125
0.8,1967.623046875
0.9,1740.0816650390625
1.0,1690.9183349609375
1.1,1304.699951171875
1.2,1541.056640625
1.3,1510.055908203125
1.4,1182.318359375
1.5,1012.8092651367188
