noise scale,primitive 0
0.0,2739.57470703125
0.1,2718.31689453125
0.2,2570.509521484375
0.3,2603.491455078125
0.4,2619.004638671875
0.5,2564.61572265625
0.6,2649.50439453125
0.7,2438.739013671875
0.8,2253.126708984375
0.9,2194.927001953125
1.0,2361.8583984375
1.1,1957.0511474609375
1.2,2168.47705078125
1.3,2124.0703125
1.4,1758.8037109375
1.5,1717.2630615234375
