param scale,primitive 0
0.5,3172.103271484375
0.6,3236.670654296875
0.7,3306.81103515625
0.8,3367.427001953125
0.9,3407.71630859375
1.0,3433.81298828125
1.1,3441.917236328125
1.2,3454.434814453125
1.3,3474.77587890625
1.4,2381.76123046875
1.5,2075.4150390625
1.6,2142.69970703125
1.7,1902.649169921875
1.8,1704.616943359375
1.9,1620.9014892578125
2.0,1460.550537109375
2.1,1299.679931640625
2.2,1223.5802001953125
2.3,1143.9283447265625
2.4,1105.5184326171875
