noise scale,primitive 0
0.0,3005.302490234375
0.1,2617.213623046875
0.2,2309.14013671875
0.3,2100.424072265625
0.4,2005.5491943359375
0.5,1582.9110107421875
0.6,1380.1915283203125
0.7,1170.849365234375
0.8,939.0670166015625
0.9,766.746826171875
1.0,798.0087280273438
1.1,646.4124145507812
1.2,631.1275024414062
1.3,506.7745666503906
1.4,463.67193603515625
1.5,477.96600341796875
