param scale,primitive 0
0.5,753.539794921875
0.6,915.1990356445312
0.7,2108.212890625
0.8,2482.45458984375
0.9,1864.454345703125
1.0,3228.6435546875
1.1,3115.699951171875
1.2,2956.904052734375
1.3,2874.370361328125
1.4,2773.517333984375
1.5,2680.5947265625
1.6,2623.1923828125
1.7,2534.733154296875
1.8,2265.73193359375
1.9,2271.518798828125
2.0,2202.12890625
2.1,2308.40576171875
2.2,2235.903076171875
2.3,2161.947998046875
2.4,2272.111328125
