param scale,primitive 0
0.5,3831.64990234375
0.6,3537.422607421875
0.7,3785.97216796875
0.8,3835.15869140625
0.9,4012.01171875
1.0,3988.37158203125
1.1,3900.71337890625
1.2,3520.97607421875
1.3,2819.626953125
1.4,2752.57861328125
1.5,1123.61572265625
1.6,785.3724365234375
1.7,819.5721435546875
1.8,799.0910034179688
1.9,736.3595581054688
2.0,722.8261108398438
2.1,676.0244140625
2.2,591.9307250976562
2.3,542.7601928710938
2.4,532.2981567382812
