noise scale,primitive 0
0.0,-2.0525201094971957
0.1,-2.734470225107827
0.2,-1.7341849000525904
0.3,-1.9409829775070375
0.4,-1.4890678020796335
0.5,-1.8331139260395208
0.6,-1.4798828435156999
0.7,-1.8261259112612334
0.8,-1.7523375850708913
0.9,-1.8467728599898634
1.0,-1.5748008830898645
