noise scale,primitive 0
0.0,3229.57763671875
0.1,3014.67822265625
0.2,1594.0479736328125
0.3,851.38427734375
0.4,932.3922729492188
0.5,667.1725463867188
0.6,644.2879638671875
0.7,602.8760986328125
0.8,631.1298217773438
0.9,585.001708984375
1.0,445.04473876953125
1.1,432.2410583496094
1.2,364.21075439453125
1.3,367.0914306640625
1.4,336.50018310546875
1.5,337.18359375
