noise scale,primitive 0
0.0,3273.966064453125
0.1,3098.33056640625
0.2,1570.0633544921875
0.3,1381.893310546875
0.4,1134.468505859375
0.5,898.3458251953125
0.6,754.5626220703125
0.7,601.9312744140625
0.8,496.08905029296875
0.9,460.0581970214844
1.0,457.3633728027344
1.1,398.29852294921875
1.2,323.6148986816406
1.3,320.2213134765625
1.4,317.95306396484375
1.5,239.8753204345703
