seed 10,seed 20,seed 30,seed 40,seed 50,seed 60,seed 70,seed 80
3170.823366103075,3099.3179095552346,224.96258118021314,2647.426654486726,2752.079047416033,202.33817284159267,3108.8333666503577,3100.9286015033967
3256.1324152424504,1889.203892850645,2842.361911872532,665.523039586145,3176.4766967889436,3303.7637211632914,3284.0269248128543,3389.8606896823667
2750.1303176391652,3391.9526280109544,3219.1013582226415,1246.500706335633,2482.6534614249613,2696.003919546456,3175.120567556468,2598.3870607859503
2949.982041613603,3511.2726220399127,3394.1804450580044,1340.9201001027611,2478.818451966031,2164.866090531391,1188.686279727653,1304.6672356039687
3546.098532971446,3186.222036669221,1714.1476410763903,2762.559833615026,2851.4510261575406,281.7967260286971,3227.343642958022,1813.0767926521125
3259.685918531346,318.5199491308262,285.11334071804595,3094.9893425291566,3399.5355884432292,3269.048230949068,3371.8371184713396,2723.7073895071107
3058.262768849524,2960.8678196792494,3097.0938831256035,3306.6675751098664,3138.493784664132,2958.3456887691787,3300.552295130271,3079.9303947398657
3132.1712904827314,2389.9291812686774,3006.2768568485653,2820.9152227438085,3266.4162341778188,3049.9612630735915,3564.899315944424,3540.540374556795
3114.6088033105966,1208.2732789475451,277.29823375752676,2941.787779342809,575.0143941465719,1523.5678195011456,558.8680427542224,3409.7474376903874
2743.3408770421274,3272.5503400110683,2934.2998714014734,226.0447564514322,2283.2660205373622,3433.683088863825,3207.076679497103,945.9362623779501
