seed 10,seed 20,seed 30,seed 40,seed 50,seed 60,seed 70,seed 80
2010.9463094124144,1825.2172631184833,451.27058159457175,951.1374875006022,2476.5228132300435,1108.3401320054222,2868.1912738520236,2564.668493579432
1486.528899509278,1478.911962697258,1992.2827916234332,1777.11080492484,2182.7400353892385,2420.79052084303,1882.8943999557996,2343.4457003239677
2509.1345055767856,1362.408770164771,1587.3408091307692,1527.2994697961954,2171.188868566439,3109.473516926039,844.7979869093739,3269.807617245972
2920.1466661583645,3213.273600937192,360.55701139320365,2446.7910406861242,2295.3258968764676,2347.791374285173,2252.252946059404,354.25154939148223
1177.466540239026,906.3935808086526,1258.3778430715497,2092.8759134983397,1991.3232201054943,1901.6824442892416,585.2921905812968,792.5792028819994
2505.622425983456,2762.3625869887614,561.678787286153,2539.6575653035025,2482.6716396870843,2452.2987773288282,2499.969079568473,1454.144279146422
2613.57276004985,413.06415569859485,1884.515042200511,259.5009937242814,236.75540683978156,2966.4295207849736,2810.794863523735,2263.323699073104
3194.2056038765822,822.8668055153381,2993.18740715525,1519.6266345927336,2554.8997911254623,390.8839134141155,2536.4190584097105,2734.9445508765093
1487.8970207115585,2479.1769413819866,2559.7256379069995,2372.943131188338,2287.4659478961607,1064.9838471527498,2940.8454049697007,2679.809204854184
2281.351278447116,1761.3404214049067,924.0747372211406,2269.754678137974,520.1544690312887,1118.6631615680874,2156.946561365752,1733.4717699646676
