seed 10,seed 20,seed 30,seed 40,seed 50,seed 60,seed 70,seed 80
66.7286376953125,68.59851837158203,67.11904907226562,67.75407409667969,68.30216979980469,67.97816467285156,68.37445068359375,68.70323181152344
