seed 10,seed 20,seed 30,seed 40,seed 50,seed 60,seed 70,seed 80
3155.2387085911587,3088.5258046062036,223.48379582644654,2644.8868316849753,2082.1589080200506,200.7715840954499,3098.841716677163,3091.215379769565
3208.7742626018176,1038.6263975304332,2831.9354123628955,550.151845402966,2851.455448448651,3298.6843819829664,3271.6141898859055,3358.0948242346126
2618.2275659858374,3358.2136222333343,3211.598389178069,1122.4544749660076,2479.7187709820214,1521.0864412989354,3172.7587078849606,1767.9060671825393
2938.9890399146984,3503.379934334473,3366.5671364737477,1190.7373519191576,2190.62869013079,2039.6364204309698,1035.6188578294373,1222.7068608609593
3541.5555611826608,3167.775413267018,1245.9703401846086,2741.973206985624,2842.1940443731023,279.5445122417214,3212.620532814141,579.1039639867598
3234.4428117207412,316.0988030742743,274.91977650423655,3092.298457216614,3394.6385044089384,3223.0112330845136,3357.5049326868366,2694.0363221819257
3030.902244135161,2949.9699585164676,3094.234324737246,3301.695077451732,3125.398428553358,2926.95944054388,3287.2768633347923,3071.5902710710343
3100.178820062058,1931.9932748891856,3004.690130848313,2817.550316664027,3211.4974151229194,2196.909861579406,3560.6740718302194,3536.095408065854
2998.7147780385176,896.9651792112845,273.2112481894652,2939.66898470415,525.5636863392576,1477.9029572980437,329.2012630100159,3395.715922544506
2643.0650941802865,3270.8216021655403,2588.4149627456936,223.99694315992275,1735.4256771852356,3426.9669402346235,3196.8335265751202,930.9445648844764
