primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
-0.13317989971886668,0.17021421081056326,0.03331002624819824,-0.014160051640069593,1.3891347713377733,-1.0341955051058598,0.028060444465631572,3.352929637419989,0.6558886726840345,0.7969282303505997
