primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
1842.2913818359375,770.86083984375,1402.861572265625,1006.3079833984375,1381.406982421875,1071.248291015625,1089.3516845703125,936.5087890625,1743.7353515625,774.22216796875
