seed 10,seed 20,seed 30,seed 40,seed 50,seed 60,seed 70,seed 80
71.73179626464844,71.90226745605469,71.28579711914062,71.72869873046875,70.69047546386719,72.0013656616211,72.28395080566406,71.09317779541016
