primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
474.0296325683594,2758.59912109375,3293.160888671875,1512.090576171875,1287.941650390625,2892.996337890625,898.9827270507812,2691.7861328125,1251.62060546875,207.6851348876953
