primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
295.5440368652344,1556.9560546875,2334.95458984375,889.1378173828125,1431.283935546875,1129.4410400390625,1495.7071533203125,2589.688232421875,761.7752685546875,3461.84521484375
