seed 10,seed 20,seed 30,seed 40,seed 50,seed 60,seed 70,seed 80
69.59286499023438,69.24565124511719,68.07035827636719,69.61656188964844,68.57917785644531,67.53883361816406,68.586669921875,69.17513275146484
