seed 10,seed 20,seed 30,seed 40,seed 50,seed 60,seed 70,seed 80
2255.1321653657033,455.3275963599479,621.1305477849434,1517.3704228819197,3363.8097241530713,1139.2997039576594,466.35170426174795,861.3132244530284
770.5591514790445,2580.9871302270312,818.0979815363058,2507.8670757730115,1323.5246459866532,3860.1224881477524,1521.4396978507998,1945.057674437179
2265.5453372461116,4023.8803241331025,1198.2535083958064,2703.389799836946,510.5046758377357,1223.6603769163055,1646.943243542026,1608.7056940320763
2244.430264506555,532.4041324693128,428.27774579451113,2335.865130303293,630.8723326302478,2230.6904538559115,343.2629493652196,1242.690154601321
449.9244881746392,686.655061877526,1080.7879442989984,2948.047101956337,579.9723482294096,2854.1184551775896,566.5071497561124,2277.1663730006385
565.8050221027382,3437.4779216653465,390.2917038803005,1111.1500337110037,2825.3224769777003,938.0404911641122,2155.644480766803,2197.1131691367914
1101.7690977365717,2832.1680856080266,2597.283152075566,1027.5390132494356,3247.008676868666,1218.4785494324801,721.7309612652696,873.180221323281
1040.1414552605045,2300.8571349285107,1478.0337487172458,932.4229543368144,3143.2205494258155,1102.2748961321722,411.4379182875567,2884.5966273310637
286.4939151629759,849.4510792860493,472.4415097801451,1304.0288649453928,745.9802162876906,3122.2317016801267,461.38553383591477,2269.3787655038736
849.4088536621347,1998.0378639229216,1333.92325900075,2504.1655518787493,892.6757753343488,1742.4016927450245,518.6320024678367,3648.853387532338
