primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
169.76626586914062,171.13636779785156,152.6014404296875,170.791259765625,50.65044403076172,174.88778686523438,171.311279296875,194.60684204101562,9.135541915893555,184.56417846679688
