primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
816.8563232421875,660.1760864257812,1754.7294921875,1897.326171875,1284.6102294921875,1464.597900390625,576.9312744140625,1160.3280029296875,1444.73583984375,724.5147705078125
