0,1,2,3,4,5,6,7
tensor(1.2321),tensor(-0.0079),tensor(0.0489),tensor(-0.6711),tensor(0.3652),tensor(0.4412),tensor(-0.1345),tensor(1.8729)
tensor(1.2263),tensor(-0.0051),tensor(0.0779),tensor(-0.7714),tensor(0.3174),tensor(0.2171),tensor(0.1123),tensor(2.8272)
tensor(1.2199),tensor(-0.0030),tensor(0.0582),tensor(-0.8273),tensor(0.2135),tensor(0.0760),tensor(0.2227),tensor(1.7194)
tensor(1.2129),tensor(-0.0006),tensor(0.1655),tensor(-0.9134),tensor(0.3960),tensor(-0.4305),tensor(1.4747),tensor(2.3367)
tensor(1.2067),tensor(0.0023),tensor(0.2608),tensor(-0.6403),tensor(0.3036),tensor(-0.5288),tensor(1.0303),tensor(2.1466)
tensor(1.2023),tensor(0.0037),tensor(0.2078),tensor(-0.4549),tensor(0.0408),tensor(-0.1655),tensor(-0.1025),tensor(0.6117)
tensor(1.1992),tensor(0.0061),tensor(0.2423),tensor(-0.3330),tensor(0.5740),tensor(0.7108),tensor(-0.4782),tensor(-0.8124)
tensor(1.1972),tensor(0.0105),tensor(0.3120),tensor(-0.1781),tensor(0.5343),tensor(0.3339),tensor(0.0098),tensor(-0.5735)
tensor(1.1963),tensor(0.0166),tensor(0.4516),tensor(-0.0502),tensor(0.9946),tensor(0.1286),tensor(1.1851),tensor(-0.7649)
tensor(1.1962),tensor(0.0239),tensor(0.4740),tensor(0.0304),tensor(0.7566),tensor(0.0471),tensor(0.6610),tensor(0.0767)
tensor(1.1968),tensor(0.0284),tensor(0.4098),tensor(0.1064),tensor(0.4093),tensor(-0.0256),tensor(0.1813),tensor(-0.1805)
tensor(1.1978),tensor(0.0309),tensor(0.4211),tensor(0.1392),tensor(0.2001),tensor(-0.0638),tensor(-0.3204),tensor(0.6551)
tensor(1.1990),tensor(0.0328),tensor(0.4711),tensor(0.1573),tensor(0.2869),tensor(-0.0606),tensor(-0.2310),tensor(0.7668)
tensor(1.2002),tensor(0.0342),tensor(0.4707),tensor(0.1531),tensor(0.0679),tensor(-0.3367),tensor(-0.1611),tensor(0.3553)
tensor(1.2015),tensor(0.0310),tensor(0.4642),tensor(0.1615),tensor(-0.8813),tensor(-1.5492),tensor(-0.1103),tensor(1.2306)
tensor(1.2026),tensor(0.0238),tensor(0.4232),tensor(0.1274),tensor(-0.9076),tensor(-1.3039),tensor(-0.4625),tensor(0.2739)
tensor(1.2035),tensor(0.0210),tensor(0.5504),tensor(0.0979),tensor(0.2232),tensor(-0.2660),tensor(-0.0602),tensor(0.2541)
tensor(1.2042),tensor(0.0253),tensor(0.6349),tensor(0.0694),tensor(0.8435),tensor(0.2341),tensor(0.2526),tensor(0.1475)
tensor(1.2046),tensor(0.0353),tensor(0.6931),tensor(0.0354),tensor(1.6480),tensor(1.2370),tensor(0.0979),tensor(-0.0660)
tensor(1.2048),tensor(0.0510),tensor(0.6220),tensor(0.0079),tensor(2.2777),tensor(2.8068),tensor(-1.2642),tensor(-1.2728)
tensor(1.2048),tensor(0.0623),tensor(0.4797),tensor(0.0030),tensor(0.6785),tensor(1.1307),tensor(-1.4881),tensor(-0.1164)
tensor(1.2049),tensor(0.0650),tensor(0.4121),tensor(0.0231),tensor(0.0731),tensor(0.3164),tensor(-1.1579),tensor(-0.0362)
tensor(1.2049),tensor(0.0663),tensor(0.5501),tensor(-0.0093),tensor(0.2765),tensor(-0.1188),tensor(-0.2637),tensor(1.1514)
tensor(1.2048),tensor(0.0694),tensor(0.6029),tensor(-0.0163),tensor(0.5417),tensor(-0.2966),tensor(0.6202),tensor(0.3360)
tensor(1.2046),tensor(0.0731),tensor(0.5960),tensor(-0.0424),tensor(0.3850),tensor(-0.3084),tensor(0.2414),tensor(0.7595)
tensor(1.2046),tensor(0.0737),tensor(0.4085),tensor(0.0494),tensor(-0.2308),tensor(-0.3113),tensor(-0.6847),tensor(-0.0921)
tensor(1.2049),tensor(0.0715),tensor(0.3618),tensor(0.0366),tensor(-0.3230),tensor(-0.2674),tensor(-0.8850),tensor(0.2039)
tensor(1.2054),tensor(0.0627),tensor(0.1556),tensor(0.0678),tensor(-1.8676),tensor(-1.4659),tensor(-1.7587),tensor(0.5407)
tensor(1.2057),tensor(0.0501),tensor(0.2391),tensor(0.0039),tensor(-1.2905),tensor(-1.2693),tensor(-0.9795),tensor(0.8071)
tensor(1.2052),tensor(0.0393),tensor(0.2874),tensor(-0.1099),tensor(-1.4015),tensor(-1.7573),tensor(-0.4200),tensor(2.1336)
tensor(1.2042),tensor(0.0299),tensor(0.3070),tensor(-0.1235),tensor(-0.9397),tensor(-0.6867),tensor(-1.6112),tensor(3.2874)
tensor(1.2033),tensor(0.0248),tensor(0.4163),tensor(-0.1052),tensor(-0.3437),tensor(-0.4136),tensor(-0.9525),tensor(2.2865)
tensor(1.2024),tensor(0.0199),tensor(0.3350),tensor(-0.1131),tensor(-0.8899),tensor(-0.4121),tensor(-2.0929),tensor(2.4258)
tensor(1.2014),tensor(0.0102),tensor(0.2348),tensor(-0.1418),tensor(-1.5298),tensor(-0.4492),tensor(-3.3044),tensor(2.6449)
tensor(1.2004),tensor(0.0045),tensor(0.4657),tensor(-0.1127),tensor(0.1098),tensor(0.8323),tensor(-2.4201),tensor(2.7434)
tensor(1.1996),tensor(0.0090),tensor(0.6568),tensor(-0.0696),tensor(1.0079),tensor(1.1893),tensor(-1.4372),tensor(2.6978)
tensor(1.1990),tensor(0.0109),tensor(0.5089),tensor(-0.0975),tensor(-0.5397),tensor(0.0327),tensor(-2.5635),tensor(2.9887)
tensor(1.1980),tensor(0.0060),tensor(0.4079),tensor(-0.1515),tensor(-0.6909),tensor(0.6467),tensor(-3.8328),tensor(2.3544)
tensor(1.1969),tensor(0.0045),tensor(0.6299),tensor(-0.1243),tensor(0.3362),tensor(1.1302),tensor(-2.8977),tensor(3.4516)
tensor(1.1958),tensor(0.0016),tensor(0.5552),tensor(-0.1557),tensor(-1.0608),tensor(-0.2707),tensor(-3.3976),tensor(4.2026)
tensor(1.1943),tensor(-0.0131),tensor(0.4070),tensor(-0.2305),tensor(-2.6299),tensor(-1.6497),tensor(-4.0990),tensor(3.9512)
tensor(1.1921),tensor(-0.0321),tensor(0.3935),tensor(-0.3109),tensor(-2.0941),tensor(-0.6010),tensor(-4.7603),tensor(3.5578)
tensor(1.1894),tensor(-0.0467),tensor(0.4798),tensor(-0.3603),tensor(-1.5556),tensor(-0.0316),tensor(-4.8530),tensor(4.5238)
tensor(1.1863),tensor(-0.0601),tensor(0.5026),tensor(-0.4188),tensor(-1.8037),tensor(-0.3846),tensor(-4.8669),tensor(4.9654)
tensor(1.1824),tensor(-0.0800),tensor(0.4017),tensor(-0.5544),tensor(-3.1775),tensor(-1.6062),tensor(-5.6882),tensor(6.1883)
tensor(1.1776),tensor(-0.1096),tensor(0.3502),tensor(-0.6606),tensor(-4.2044),tensor(-2.9111),tensor(-5.4635),tensor(5.8346)
tensor(1.1717),tensor(-0.1458),tensor(0.2116),tensor(-0.8246),tensor(-4.8554),tensor(-3.0005),tensor(-6.6533),tensor(4.3704)
tensor(1.1642),tensor(-0.1901),tensor(0.0520),tensor(-1.0550),tensor(-6.1949),tensor(-4.0847),tensor(-7.5926),tensor(3.3476)
tensor(1.1553),tensor(-0.2358),tensor(0.1438),tensor(-1.1512),tensor(-5.2358),tensor(-3.2511),tensor(-7.0547),tensor(3.2086)
tensor(1.2493),tensor(0.0002),tensor(0.0510),tensor(-0.0869),tensor(0.6636),tensor(0.7869),tensor(-0.0354),tensor(0.3809)
tensor(1.2483),tensor(0.0036),tensor(0.0115),tensor(-0.1490),tensor(0.2431),tensor(0.3129),tensor(-0.0288),tensor(-0.3329)
tensor(1.2469),tensor(0.0027),tensor(-0.1053),tensor(-0.2022),tensor(-0.4449),tensor(0.0636),tensor(-1.0140),tensor(-0.9397)
tensor(1.2449),tensor(-0.0023),tensor(-0.1134),tensor(-0.3041),tensor(-0.8068),tensor(-0.3550),tensor(-1.1037),tensor(0.2197)
tensor(1.2421),tensor(-0.0144),tensor(-0.2496),tensor(-0.3917),tensor(-2.2161),tensor(-1.5266),tensor(-2.0462),tensor(0.9564)
tensor(1.2387),tensor(-0.0378),tensor(-0.3896),tensor(-0.4579),tensor(-3.6294),tensor(-2.9018),tensor(-2.4974),tensor(-0.2509)
tensor(1.2346),tensor(-0.0697),tensor(-0.4475),tensor(-0.5671),tensor(-4.3524),tensor(-3.6310),tensor(-2.7256),tensor(-0.1718)
tensor(1.2296),tensor(-0.1054),tensor(-0.4031),tensor(-0.6964),tensor(-4.5794),tensor(-4.3059),tensor(-2.0351),tensor(0.6178)
tensor(1.2236),tensor(-0.1365),tensor(-0.2425),tensor(-0.7957),tensor(-3.1890),tensor(-3.1744),tensor(-1.1760),tensor(1.5871)
tensor(1.2167),tensor(-0.1663),tensor(-0.2918),tensor(-0.9259),tensor(-4.2743),tensor(-4.5313),tensor(-1.0578),tensor(2.6761)
tensor(1.2096),tensor(-0.1971),tensor(-0.3441),tensor(-0.8340),tensor(-3.4183),tensor(-3.2727),tensor(-1.1710),tensor(2.1774)
tensor(1.2026),tensor(-0.2262),tensor(-0.4594),tensor(-0.9259),tensor(-3.8527),tensor(-3.0371),tensor(-2.4609),tensor(3.7244)
tensor(1.2482),tensor(-0.0034),tensor(0.0328),tensor(-0.0860),tensor(0.1442),tensor(-0.0218),tensor(0.3310),tensor(0.1722)
tensor(1.2473),tensor(-0.0025),tensor(0.0090),tensor(-0.1446),tensor(0.0684),tensor(-0.0588),tensor(0.2961),tensor(-0.7584)
tensor(1.2458),tensor(-0.0050),tensor(-0.0838),tensor(-0.2185),tensor(-0.6916),tensor(-0.5382),tensor(-0.4807),tensor(-0.4893)
tensor(1.2437),tensor(-0.0119),tensor(-0.0509),tensor(-0.3166),tensor(-1.0309),tensor(-1.3419),tensor(0.2143),tensor(0.1419)
tensor(1.2408),tensor(-0.0220),tensor(-0.0844),tensor(-0.3946),tensor(-1.5881),tensor(-2.0350),tensor(0.2892),tensor(0.0106)
tensor(1.2374),tensor(-0.0323),tensor(-0.1123),tensor(-0.4564),tensor(-1.0032),tensor(-0.8274),tensor(-0.6246),tensor(-0.4627)
tensor(1.2335),tensor(-0.0466),tensor(-0.2743),tensor(-0.5241),tensor(-2.5623),tensor(-2.1882),tensor(-1.4562),tensor(-1.0089)
tensor(1.2290),tensor(-0.0727),tensor(-0.4159),tensor(-0.6117),tensor(-3.9550),tensor(-3.4170),tensor(-2.1724),tensor(-1.4584)
tensor(1.2238),tensor(-0.1008),tensor(-0.4383),tensor(-0.6298),tensor(-3.0927),tensor(-2.0194),tensor(-2.6625),tensor(-1.5484)
tensor(1.2193),tensor(-0.1219),tensor(-0.4762),tensor(-0.5109),tensor(-2.1547),tensor(-0.8308),tensor(-2.4743),tensor(-0.0930)
tensor(1.2154),tensor(-0.1378),tensor(-0.4797),tensor(-0.4597),tensor(-1.8284),tensor(-0.7030),tensor(-1.9590),tensor(1.0728)
tensor(1.2120),tensor(-0.1521),tensor(-0.5897),tensor(-0.4148),tensor(-1.7381),tensor(-0.0766),tensor(-2.7492),tensor(1.8571)
tensor(1.2091),tensor(-0.1639),tensor(-0.6800),tensor(-0.3077),tensor(-1.2108),tensor(0.8639),tensor(-3.0625),tensor(1.4466)
tensor(1.2067),tensor(-0.1722),tensor(-0.7760),tensor(-0.3027),tensor(-0.8703),tensor(1.9263),tensor(-4.1569),tensor(2.1272)
tensor(1.2043),tensor(-0.1784),tensor(-0.8597),tensor(-0.3062),tensor(-0.6931),tensor(2.5703),tensor(-4.8081),tensor(2.3186)
tensor(1.2015),tensor(-0.1837),tensor(-0.7608),tensor(-0.3920),tensor(-0.6389),tensor(1.8955),tensor(-3.6441),tensor(3.3563)
tensor(1.1981),tensor(-0.1948),tensor(-0.9540),tensor(-0.4427),tensor(-2.1251),tensor(0.6141),tensor(-4.2263),tensor(2.7405)
tensor(1.1944),tensor(-0.2122),tensor(-1.0520),tensor(-0.4829),tensor(-2.2409),tensor(0.9253),tensor(-4.8380),tensor(2.3988)
tensor(1.2455),tensor(-0.0032),tensor(-0.0499),tensor(-0.0853),tensor(-0.9405),tensor(-1.1398),tensor(0.0340),tensor(0.3097)
tensor(1.2445),tensor(-0.0065),tensor(0.0214),tensor(-0.1716),tensor(0.1138),tensor(0.0985),tensor(0.0288),tensor(0.5129)
tensor(1.2428),tensor(-0.0117),tensor(-0.1377),tensor(-0.2417),tensor(-1.4225),tensor(-1.1573),tensor(-0.9989),tensor(0.7366)
tensor(1.2406),tensor(-0.0257),tensor(-0.2344),tensor(-0.3265),tensor(-2.0864),tensor(-1.4071),tensor(-2.0025),tensor(1.2006)
tensor(1.2375),tensor(-0.0466),tensor(-0.2748),tensor(-0.4287),tensor(-3.1302),tensor(-2.8261),tensor(-1.6826),tensor(1.5567)
tensor(1.2336),tensor(-0.0681),tensor(-0.1378),tensor(-0.5464),tensor(-2.2538),tensor(-2.3432),tensor(-0.7593),tensor(2.8589)
tensor(1.2290),tensor(-0.0841),tensor(-0.1570),tensor(-0.6066),tensor(-1.7339),tensor(-1.3607),tensor(-1.3828),tensor(2.0513)
tensor(1.2239),tensor(-0.0996),tensor(-0.1815),tensor(-0.6755),tensor(-2.1333),tensor(-1.9604),tensor(-1.0839),tensor(1.0265)
tensor(1.2182),tensor(-0.1103),tensor(-0.0019),tensor(-0.7440),tensor(-0.5520),tensor(-0.7701),tensor(0.1400),tensor(1.2341)
tensor(1.2122),tensor(-0.1144),tensor(0.1080),tensor(-0.6975),tensor(-0.4724),tensor(-1.3332),tensor(1.2014),tensor(0.7371)
tensor(1.2073),tensor(-0.1153),tensor(0.1771),tensor(-0.5155),tensor(0.2337),tensor(-0.0178),tensor(0.0947),tensor(0.9809)
tensor(1.2037),tensor(-0.1167),tensor(0.1814),tensor(-0.3921),tensor(-0.5761),tensor(-0.9991),tensor(0.1076),tensor(0.4698)
tensor(1.2010),tensor(-0.1225),tensor(0.1928),tensor(-0.2910),tensor(-0.8841),tensor(-1.2065),tensor(-0.1938),tensor(0.2006)
tensor(1.1990),tensor(-0.1343),tensor(0.1689),tensor(-0.2167),tensor(-2.0599),tensor(-2.4235),tensor(-0.6001),tensor(1.0804)
tensor(1.1975),tensor(-0.1517),tensor(0.1354),tensor(-0.1739),tensor(-2.2957),tensor(-2.2966),tensor(-1.2302),tensor(0.5588)
tensor(1.1962),tensor(-0.1737),tensor(0.1947),tensor(-0.1336),tensor(-3.1921),tensor(-3.7596),tensor(-0.6916),tensor(1.5153)
tensor(1.1952),tensor(-0.1994),tensor(0.2276),tensor(-0.1220),tensor(-3.2214),tensor(-4.0031),tensor(-0.2352),tensor(0.3403)
tensor(1.1944),tensor(-0.2229),tensor(0.3543),tensor(-0.0992),tensor(-2.6545),tensor(-3.9592),tensor(0.8095),tensor(-0.4053)
tensor(1.2467),tensor(-0.0026),tensor(0.0069),tensor(-0.0965),tensor(-0.0197),tensor(-0.0335),tensor(-0.0294),tensor(0.7949)
tensor(1.2457),tensor(-0.0078),tensor(-0.1282),tensor(-0.1784),tensor(-1.2840),tensor(-0.9512),tensor(-1.1281),tensor(1.6277)
tensor(1.2440),tensor(-0.0169),tensor(-0.0711),tensor(-0.2389),tensor(-0.9891),tensor(-1.1121),tensor(-0.1080),tensor(0.1987)
tensor(1.2417),tensor(-0.0268),tensor(-0.0425),tensor(-0.3339),tensor(-1.4819),tensor(-2.1834),tensor(0.7666),tensor(0.5300)
tensor(1.2386),tensor(-0.0338),tensor(0.0536),tensor(-0.4357),tensor(-0.4731),tensor(-1.1546),tensor(1.0034),tensor(1.4545)
tensor(1.2348),tensor(-0.0370),tensor(0.0234),tensor(-0.5060),tensor(-0.3062),tensor(-0.6094),tensor(0.3741),tensor(1.3589)
tensor(1.2306),tensor(-0.0435),tensor(-0.1094),tensor(-0.5559),tensor(-1.3270),tensor(-1.3594),tensor(-0.3871),tensor(0.2316)
tensor(1.2259),tensor(-0.0587),tensor(-0.2379),tensor(-0.6110),tensor(-2.4807),tensor(-2.4014),tensor(-0.8876),tensor(-1.1091)
tensor(1.2206),tensor(-0.0823),tensor(-0.2500),tensor(-0.7126),tensor(-3.3572),tensor(-3.8312),tensor(-0.1522),tensor(-1.2388)
tensor(1.2146),tensor(-0.1108),tensor(-0.2673),tensor(-0.7987),tensor(-3.7823),tensor(-4.5142),tensor(0.2409),tensor(-2.1169)
tensor(1.2081),tensor(-0.1373),tensor(-0.3053),tensor(-0.7446),tensor(-2.8396),tensor(-3.0870),tensor(-0.0611),tensor(-2.7032)
tensor(1.2031),tensor(-0.1635),tensor(-0.5573),tensor(-0.4989),tensor(-3.7846),tensor(-3.9618),tensor(0.1484),tensor(-2.3007)
tensor(1.1999),tensor(-0.1934),tensor(-0.6955),tensor(-0.3135),tensor(-3.6870),tensor(-3.5704),tensor(-0.0792),tensor(-1.4435)
tensor(1.1980),tensor(-0.2188),tensor(-0.7010),tensor(-0.1685),tensor(-2.6694),tensor(-2.3925),tensor(-0.0340),tensor(-0.6988)
tensor(1.2497),tensor(-0.0062),tensor(-0.1146),tensor(-0.0360),tensor(-0.4940),tensor(-0.0090),tensor(-0.9574),tensor(-1.3204)
tensor(1.2490),tensor(-0.0091),tensor(-0.0534),tensor(-0.1312),tensor(-0.2283),tensor(-0.0230),tensor(-0.3915),tensor(-0.8342)
tensor(1.2477),tensor(-0.0119),tensor(-0.0990),tensor(-0.2076),tensor(-0.4727),tensor(-0.0355),tensor(-0.9002),tensor(-0.7242)
tensor(1.2458),tensor(-0.0153),tensor(-0.0950),tensor(-0.2680),tensor(-0.3811),tensor(-0.0360),tensor(-0.6306),tensor(-1.7506)
tensor(1.2434),tensor(-0.0179),tensor(-0.0924),tensor(-0.3214),tensor(-0.2692),tensor(-0.0292),tensor(-0.3026),tensor(-3.1117)
tensor(1.2405),tensor(-0.0209),tensor(-0.1242),tensor(-0.4102),tensor(-0.4748),tensor(-0.0319),tensor(-0.7763),tensor(-2.4795)
tensor(1.2370),tensor(-0.0247),tensor(-0.1531),tensor(-0.4520),tensor(-0.4809),tensor(0.0088),tensor(-0.7350),tensor(-3.6005)
tensor(1.2340),tensor(-0.0265),tensor(-0.1432),tensor(-0.2961),tensor(0.0299),tensor(-0.1359),tensor(0.8759),tensor(-2.9128)
tensor(1.2320),tensor(-0.0258),tensor(-0.0963),tensor(-0.2305),tensor(0.1552),tensor(-0.8435),tensor(2.3426),tensor(-1.9778)
tensor(1.2307),tensor(-0.0216),tensor(-0.1801),tensor(-0.0743),tensor(0.6768),tensor(-0.1886),tensor(2.5435),tensor(-2.5494)
tensor(1.2308),tensor(-0.0197),tensor(-0.4852),tensor(0.1073),tensor(-0.1330),tensor(-0.0043),tensor(0.9942),tensor(-2.5456)
tensor(1.2318),tensor(-0.0242),tensor(-0.6228),tensor(0.1160),tensor(-0.9701),tensor(-0.5095),tensor(0.1118),tensor(-0.9166)
tensor(1.2329),tensor(-0.0318),tensor(-0.7576),tensor(0.1552),tensor(-0.9359),tensor(0.2809),tensor(-1.0847),tensor(-0.3398)
tensor(1.2341),tensor(-0.0340),tensor(-0.6718),tensor(0.1486),tensor(0.3758),tensor(1.5414),tensor(-0.6479),tensor(-0.3798)
tensor(1.2353),tensor(-0.0331),tensor(-0.7480),tensor(0.1615),tensor(-0.2203),tensor(0.7565),tensor(-0.3727),tensor(-0.6260)
tensor(1.2368),tensor(-0.0372),tensor(-0.8622),tensor(0.2123),tensor(-0.7456),tensor(0.2198),tensor(-0.2449),tensor(-1.3085)
tensor(1.2382),tensor(-0.0477),tensor(-1.0013),tensor(0.1297),tensor(-1.8871),tensor(-0.4727),tensor(-1.4685),tensor(0.2591)
tensor(1.2390),tensor(-0.0687),tensor(-1.1758),tensor(0.0457),tensor(-3.3615),tensor(-1.5454),tensor(-2.5655),tensor(1.2321)
tensor(1.2394),tensor(-0.0936),tensor(-1.2122),tensor(0.0599),tensor(-2.8606),tensor(-0.9103),tensor(-2.3661),tensor(0.1635)
tensor(1.2395),tensor(-0.1164),tensor(-1.1632),tensor(-0.0195),tensor(-2.8370),tensor(-1.2958),tensor(-1.7272),tensor(0.4815)
tensor(1.2389),tensor(-0.1391),tensor(-1.2210),tensor(-0.1330),tensor(-2.8478),tensor(-0.6921),tensor(-2.8932),tensor(1.3964)
tensor(1.2376),tensor(-0.1618),tensor(-1.2235),tensor(-0.1995),tensor(-2.8426),tensor(-0.7866),tensor(-2.6679),tensor(1.1922)
tensor(1.2356),tensor(-0.1859),tensor(-1.1736),tensor(-0.3082),tensor(-3.1834),tensor(-1.6811),tensor(-1.8691),tensor(2.0944)
tensor(1.2329),tensor(-0.2152),tensor(-1.2658),tensor(-0.3600),tensor(-4.1246),tensor(-2.8254),tensor(-1.6106),tensor(1.0951)
tensor(1.2507),tensor(0.0019),tensor(0.0266),tensor(-0.0698),tensor(-0.0308),tensor(-0.3970),tensor(0.7168),tensor(-0.9056)
tensor(1.2499),tensor(-0.0025),tensor(-0.0744),tensor(-0.1279),tensor(-1.1394),tensor(-1.5291),tensor(0.4464),tensor(-1.6152)
tensor(1.2487),tensor(-0.0117),tensor(-0.1130),tensor(-0.1815),tensor(-1.1483),tensor(-1.3404),tensor(0.1625),tensor(-2.7398)
tensor(1.2469),tensor(-0.0190),tensor(-0.0885),tensor(-0.2640),tensor(-0.6628),tensor(-0.6831),tensor(-0.0013),tensor(-2.5324)
tensor(1.2445),tensor(-0.0239),tensor(-0.1331),tensor(-0.3348),tensor(-0.5587),tensor(-0.1073),tensor(-0.8212),tensor(-2.5068)
tensor(1.2414),tensor(-0.0245),tensor(-0.0157),tensor(-0.4480),tensor(0.3968),tensor(0.7010),tensor(-0.3459),tensor(-1.0792)
tensor(1.2375),tensor(-0.0188),tensor(-0.0313),tensor(-0.5340),tensor(1.0232),tensor(2.0260),tensor(-1.4704),tensor(-0.2858)
tensor(1.2338),tensor(-0.0158),tensor(-0.2785),tensor(-0.3631),tensor(-0.2737),tensor(0.8670),tensor(-1.5796),tensor(-0.7304)
tensor(1.2312),tensor(-0.0187),tensor(-0.4031),tensor(-0.3135),tensor(-0.4447),tensor(1.2026),tensor(-2.4337),tensor(0.4959)
tensor(1.2284),tensor(-0.0245),tensor(-0.3834),tensor(-0.3828),tensor(-1.0138),tensor(0.0837),tensor(-1.8529),tensor(2.0258)
tensor(1.2250),tensor(-0.0347),tensor(-0.3345),tensor(-0.4687),tensor(-1.5397),tensor(-1.1761),tensor(-0.8843),tensor(3.0076)
tensor(1.2210),tensor(-0.0466),tensor(-0.2595),tensor(-0.5385),tensor(-1.4225),tensor(-1.6339),tensor(0.0675),tensor(3.1831)
tensor(1.2164),tensor(-0.0580),tensor(-0.3011),tensor(-0.5970),tensor(-1.4435),tensor(-1.3804),tensor(-0.4387),tensor(3.2530)
tensor(1.2113),tensor(-0.0702),tensor(-0.2873),tensor(-0.6785),tensor(-1.6131),tensor(-1.7818),tensor(-0.1178),tensor(3.4476)
tensor(1.2059),tensor(-0.0797),tensor(-0.1717),tensor(-0.6034),tensor(-0.7655),tensor(-0.8619),tensor(-0.1709),tensor(3.8595)
tensor(1.2018),tensor(-0.0909),tensor(-0.2207),tensor(-0.4162),tensor(-2.0399),tensor(-2.0444),tensor(-0.7646),tensor(3.3329)
tensor(1.1991),tensor(-0.1090),tensor(-0.2272),tensor(-0.2607),tensor(-2.4885),tensor(-2.1612),tensor(-1.5399),tensor(3.2464)
tensor(1.1975),tensor(-0.1335),tensor(-0.2439),tensor(-0.1650),tensor(-3.6213),tensor(-3.6054),tensor(-1.2702),tensor(2.4458)
tensor(1.1964),tensor(-0.1623),tensor(-0.2646),tensor(-0.1013),tensor(-3.5952),tensor(-2.8774),tensor(-2.5343),tensor(2.8596)
tensor(1.1957),tensor(-0.1919),tensor(-0.2645),tensor(-0.0919),tensor(-3.7864),tensor(-3.1990),tensor(-2.1659),tensor(1.2482)
tensor(1.1949),tensor(-0.2247),tensor(-0.2239),tensor(-0.1017),tensor(-4.4133),tensor(-4.3048),tensor(-1.5594),tensor(1.3528)
tensor(1.2485),tensor(-0.0027),tensor(0.0340),tensor(-0.1075),tensor(0.4707),tensor(0.6824),tensor(-0.3110),tensor(1.3216)
tensor(1.2474),tensor(0.0007),tensor(0.0300),tensor(-0.1706),tensor(0.3309),tensor(0.3675),tensor(0.0200),tensor(0.4491)
tensor(1.2458),tensor(0.0008),tensor(-0.0731),tensor(-0.2197),tensor(-0.3013),tensor(0.0520),tensor(-0.7023),tensor(-0.5239)
tensor(1.2438),tensor(-0.0033),tensor(-0.1305),tensor(-0.2830),tensor(-0.7206),tensor(-0.2440),tensor(-1.0262),tensor(-1.0977)
tensor(1.2412),tensor(-0.0073),tensor(-0.0597),tensor(-0.3664),tensor(-0.2919),tensor(-0.1354),tensor(-0.2913),tensor(-1.2339)
tensor(1.2379),tensor(-0.0088),tensor(-0.0175),tensor(-0.4618),tensor(-0.0875),tensor(-0.0659),tensor(-0.0239),tensor(-0.5456)
tensor(1.2339),tensor(-0.0090),tensor(0.0573),tensor(-0.5282),tensor(0.0244),tensor(-0.6647),tensor(1.3843),tensor(-1.6682)
tensor(1.2295),tensor(-0.0123),tensor(-0.0100),tensor(-0.5801),tensor(-0.8400),tensor(-1.7495),tensor(1.6020),tensor(-3.0587)
tensor(1.2246),tensor(-0.0239),tensor(-0.1687),tensor(-0.6122),tensor(-2.0879),tensor(-2.6830),tensor(0.7050),tensor(-2.2747)
tensor(1.2204),tensor(-0.0419),tensor(-0.3709),tensor(-0.4240),tensor(-2.3605),tensor(-2.4771),tensor(0.2062),tensor(-1.6313)
tensor(1.2178),tensor(-0.0607),tensor(-0.5664),tensor(-0.2242),tensor(-2.3516),tensor(-1.8821),tensor(-0.4316),tensor(-1.4839)
tensor(1.2166),tensor(-0.0797),tensor(-0.6736),tensor(-0.0831),tensor(-2.3859),tensor(-1.9039),tensor(-0.2430),tensor(-1.3372)
tensor(1.2166),tensor(-0.0995),tensor(-0.8143),tensor(0.0761),tensor(-2.5701),tensor(-2.0116),tensor(-0.1273),tensor(-1.7607)
tensor(1.2178),tensor(-0.1172),tensor(-0.8844),tensor(0.2227),tensor(-1.8785),tensor(-1.1060),tensor(-0.0737),tensor(-2.1631)
tensor(1.2198),tensor(-0.1328),tensor(-0.9533),tensor(0.2706),tensor(-1.9997),tensor(-1.2211),tensor(-0.0744),tensor(-1.7208)
tensor(1.2219),tensor(-0.1486),tensor(-0.9611),tensor(0.2402),tensor(-1.9557),tensor(-1.2205),tensor(-0.1001),tensor(-0.8684)
tensor(1.2239),tensor(-0.1627),tensor(-1.0490),tensor(0.2603),tensor(-1.5765),tensor(-0.1781),tensor(-1.0529),tensor(-0.7112)
tensor(1.2258),tensor(-0.1773),tensor(-1.1156),tensor(0.2010),tensor(-2.0803),tensor(-0.5885),tensor(-1.3719),tensor(-0.1739)
tensor(1.2270),tensor(-0.1978),tensor(-1.2016),tensor(0.1173),tensor(-3.0329),tensor(-1.5823),tensor(-1.5452),tensor(0.1858)
tensor(1.2277),tensor(-0.2192),tensor(-1.1187),tensor(0.0447),tensor(-2.3170),tensor(-1.0268),tensor(-1.1292),tensor(0.5641)
tensor(1.2461),tensor(0.0036),tensor(0.0172),tensor(-0.0977),tensor(-0.0034),tensor(-0.0098),tensor(-0.0448),tensor(1.0851)
tensor(1.2450),tensor(0.0034),tensor(0.0076),tensor(-0.1678),tensor(-0.0351),tensor(-0.0283),tensor(-0.0536),tensor(0.6977)
tensor(1.2433),tensor(0.0018),tensor(-0.0403),tensor(-0.2572),tensor(-0.3607),tensor(-0.0647),tensor(-0.7458),tensor(1.6089)
