seed 10,seed 20,seed 30,seed 40,seed 50,seed 60,seed 70,seed 80
1080.1382852090426,1632.4112524434975,617.663607526976,2245.1275422188355,2927.955473747038,2975.2747748765846,1181.3754223893561,1189.9228068308835
289.13505156495955,225.19534378950397,453.30783140419123,2565.051019818607,2809.2015207768804,2780.02995866885,1063.743052843901,2928.4764177987
385.34911878080254,2142.4051437897733,1320.925499718997,2549.4321044549724,228.964583120214,273.47146503612544,2386.846704228613,2258.1285261621542
1046.6153837319116,2368.3366434238237,2784.0950442907024,1538.446856993501,309.62382594531186,812.6346218515891,331.8700149585762,2733.955292069365
3257.4333153351436,2903.081658604982,797.0854822645249,310.319330440673,2538.9544970852285,1460.1666611770236,1069.1992046864866,321.39910042427647
1738.738296216335,1813.3249974940597,1017.2205135771264,2412.747959543862,2535.313341319277,2817.4493192965656,2729.8436167835084,2631.4158657889957
2082.569291656137,2495.5878427777143,2747.1595734767766,230.91095968270764,1134.5923489213014,2689.586760200349,2836.0256568369523,1188.6689316619693
1155.1695066985508,233.42624677292923,2408.2921711535437,1839.0153164837866,3311.253279609167,3088.2339940102047,2565.6701543708114,2988.664350255287
2548.1805030322894,1376.3218741645214,629.6700940146395,2593.871010561269,2299.395532826968,3270.523996078194,2508.32930930687,2544.3132380319603
1838.9293185805814,328.0286927075957,1753.568764086625,298.79181399988414,2108.0087593022167,3325.16933262753,407.83966998403315,645.8472311808121
