seed 10,seed 20,seed 30,seed 40,seed 50,seed 60,seed 70,seed 80
81.57015991210938,81.8840103149414,81.972412109375,81.48978424072266,81.76571655273438,82.10301208496094,81.79090881347656,81.25232696533203
