seed 10,seed 20,seed 30,seed 40,seed 50,seed 60,seed 70,seed 80
1208.350778465659,336.32526011285745,531.2921493635561,732.8959657542754,1026.4451986740544,1468.6586233040728,2111.148256430448,256.4339790313305
540.3250054778209,899.933120241518,2032.448194316648,1908.1571900617491,2475.515493884234,1197.1791481656992,1059.7236849085211,432.264175440473
887.8985899098557,386.4264952481719,1163.823610019175,808.4851133386355,2289.5283513946965,759.2653047772649,2480.418696499725,2191.860276729692
1673.2787919680504,674.381870767573,244.93154098704755,476.9016190881318,454.872070564667,1041.4356584135076,562.8721984922817,482.54614824367184
717.6958534407385,1616.082051808217,2017.4925275797423,890.9570924493452,432.1646179987656,550.9587991176325,2422.83089894539,869.4059347247827
978.6604136160645,1128.4228369877799,337.8108754320335,1378.182931082566,624.9717969898142,1829.0291922984854,2335.6675802679597,812.5830113734576
1118.8749161219898,568.3846976130304,1801.733322817188,316.09401399725766,314.01031044268814,1289.3592241382173,438.58624870295506,1191.1344032158354
2449.5846617983716,1604.1630483390106,829.0471617129012,520.1486648505887,1628.13150631484,1155.805005635316,1075.921051041239,792.4781826864373
177.0613383078092,907.8549666126892,2149.815524853592,447.13175669066675,404.3949349873457,2396.1982416999876,1468.0985143187502,315.5653988391514
1716.1762816913642,1243.2149416421485,646.3045970164366,829.5549442156959,421.2362467818506,800.9833603504306,1112.427469146341,507.81480717916384
