primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
233.4493865966797,2610.457763671875,271.1297607421875,752.5816040039062,1542.847900390625,1154.2125244140625,1015.1339111328125,248.55581665039062,984.9547119140625,1979.5970458984375
