noise scale,primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
0.0,1081.6224365234375,289.2292175292969,381.0205383300781,1046.543701171875,3258.58837890625,2150.47412109375,1963.562255859375,1186.3660888671875,2650.1181640625,2086.783203125
0.1,2060.4912109375,289.3439636230469,454.70294189453125,2216.20263671875,3084.015380859375,1678.966796875,2001.9443359375,1512.640380859375,2580.174560546875,1658.512939453125
0.2,2323.94384765625,290.2010192871094,566.1181640625,2212.00634765625,2763.229736328125,1637.4835205078125,2232.559326171875,1550.197021484375,2037.613525390625,1860.846923828125
0.3,2225.955078125,289.86846923828125,594.7538452148438,2036.2490234375,1958.607177734375,1414.2352294921875,1916.3193359375,1594.256103515625,1286.169189453125,1525.0650634765625
0.4,1664.5064697265625,289.7757873535156,651.665283203125,1764.808837890625,1417.7769775390625,1128.5330810546875,1719.384033203125,1373.004150390625,973.7762451171875,1235.6448974609375
0.5,1769.4560546875,288.443603515625,497.0218811035156,1351.4725341796875,1359.2613525390625,839.2041015625,1023.5341796875,1177.423583984375,655.15478515625,1027.550537109375
0.6,1033.537353515625,287.2082214355469,482.9759216308594,1202.0579833984375,916.9605712890625,651.3165283203125,777.5302734375,1186.0556640625,465.3897399902344,896.9435424804688
0.7,829.1192626953125,285.33978271484375,337.3771667480469,1058.981689453125,807.3402709960938,559.387451171875,659.4496459960938,944.9602661132812,447.274658203125,761.5238037109375
0.8,692.0919189453125,281.4786376953125,344.4549255371094,882.6817626953125,492.47332763671875,415.96673583984375,462.9876403808594,826.7139892578125,307.1777038574219,687.7919921875
0.9,612.0885620117188,284.2978210449219,396.6768798828125,788.6732788085938,503.91229248046875,370.2960205078125,482.70758056640625,804.6639404296875,369.8024597167969,600.6143188476562
1.0,511.6201171875,277.8051452636719,268.8643798828125,748.2161865234375,488.4554138183594,300.0953063964844,429.779541015625,637.8912353515625,317.8275146484375,527.62255859375
1.1,479.42327880859375,278.45269775390625,348.3853454589844,538.6810913085938,443.29107666015625,332.39239501953125,360.2334289550781,547.3267211914062,327.9858703613281,544.8160400390625
1.2,412.44903564453125,273.43841552734375,306.12359619140625,374.734375,365.1812744140625,332.140380859375,334.4593811035156,567.210693359375,268.7718505859375,465.4070739746094
1.3,339.6303405761719,274.2912902832031,229.33352661132812,446.244140625,315.31134033203125,282.6400451660156,333.6036071777344,483.728515625,271.3494567871094,421.55950927734375
1.4,326.9171142578125,263.68133544921875,241.12777709960938,301.962646484375,366.2993469238281,287.0565185546875,316.81451416015625,486.92718505859375,256.72308349609375,373.5204162597656
1.5,321.21319580078125,263.3002624511719,215.1851348876953,230.82528686523438,330.80682373046875,290.13909912109375,270.3665771484375,428.6702575683594,309.9479675292969,384.7950439453125
