seed 10,seed 20,seed 30,seed 40,seed 50,seed 60,seed 70,seed 80
1072.6686030157484,1482.2406654361448,613.5081126472187,1514.9240002802178,2926.62851222744,2968.410454631079,1166.6321136131069,1012.847718758805
288.0218259147819,223.48393683324127,449.36529761181913,1868.1470307037941,2582.8207723959904,2763.425662368162,1057.9890165641314,2923.8966270392134
279.0287129911553,1339.2132771220793,1246.7706106503222,2543.1853648956985,226.92867808270782,271.69930104529584,1825.5422730005564,1088.646649303363
1045.6912352712184,2363.2125050889153,2241.819434769323,1479.9261144115237,307.4813808576085,762.8635601765553,300.66655509969803,2202.5695017922303
3144.128619886278,2473.3913002346253,780.7587128059532,308.90263380022566,2464.8759787628155,1347.6643588365491,1049.3375557143552,316.87385546151353
933.309109630958,1620.6934569076184,1010.3828574274681,2409.4398717425165,2529.932349247023,2758.5676729946226,2726.1807686524207,1471.0688861668061
1320.8410000199917,2491.690534235757,2736.4114493122297,229.27867682388828,312.1672276326085,2679.3597680835314,2833.459162848603,1139.6150549491526
1135.0113720158733,230.94371869807662,2066.864268479827,1459.9429994235904,2787.8909208637033,3085.5121762741055,2563.8437174041374,2984.044824410039
2373.5316502989926,1268.1997958882223,624.882311345398,2583.154561182204,1670.4437654451926,2991.2705801210827,2501.2246766520175,2455.7402142375386
1486.7606534896079,325.8085856640635,1497.2307988057119,296.12654987136835,1917.0790996356236,3277.2437452572867,386.656037898365,624.5456350239372
