seed 10,seed 20,seed 30,seed 40,seed 50,seed 60,seed 70,seed 80
69.9296646118164,70.69377136230469,70.77931213378906,71.22235870361328,70.04776763916016,70.37911987304688,69.42159271240234,69.9580307006836
