primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
991.8052978515625,552.774169921875,156.56478881835938,351.56341552734375,592.3511962890625,144.84263610839844,495.19073486328125,547.11962890625,82.93099212646484,2598.333984375
