seed 10,seed 20,seed 30,seed 40,seed 50,seed 60,seed 70,seed 80
2021.0239960261454,364.6042266758043,572.8423432528181,2020.4084450638688,1215.458351361209,2398.5834471390926,2607.8658880543658,1184.4171199266373
552.6326187556775,1579.7118144201825,2127.748090791068,1984.787444641949,2532.5685408107884,2125.5190073436665,2283.0742662269445,1334.2993047418875
1176.7721309614558,400.01528098460074,2453.810336237577,1529.9803806899781,2503.577563801362,897.8253818188653,2899.889508809187,2513.485613555819
2267.1403513650157,1301.4442258796917,345.21854215047904,1031.620459248871,1862.1555095047584,1908.611958839721,925.6140368925771,1336.7455017167267
974.190735996652,2340.041253297036,2074.9001132504677,1850.7072983079543,1046.5327905671893,579.4159006222933,2750.6237898658032,1000.647101981274
1492.0385299628829,1649.3246887138007,356.67003205323897,1853.9710483361828,1672.8342025351365,2110.248370598393,2459.4324955646584,1763.8759651658129
2050.981677382941,2048.6436110488053,1834.4675039709832,349.5719861271824,328.7323410438013,1728.2357566639844,497.1806660188742,2308.7752958446977
2609.5610023492586,2000.5091733765755,1111.977826028739,562.1500317463396,1711.9258385091791,1324.6423581952208,1173.2711871315266,1800.4950996658613
251.48476227256657,1511.2038316064388,2257.3733659195573,458.82369965095904,412.74329118713223,2686.093777817253,2321.9845326646364,359.2440822274809
2287.710564213973,2375.6217732608775,714.5089539650887,1109.761849257979,719.0865476968654,1284.366119249746,1806.3651997755937,582.488237994936
