primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
724.6920166015625,681.6336669921875,712.9017333984375,739.9880981445312,531.3277587890625,1149.919189453125,775.1702880859375,1386.7825927734375,450.75982666015625,984.8004760742188
