primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
550.6893920898438,755.9891967773438,706.4063720703125,775.80712890625,370.7451477050781,288.3938293457031,638.8644409179688,476.57305908203125,1128.879150390625,600.0355224609375
