,embedding,model
564,"[-48.33105957586324, -0.9705545935814321]",1
565,"[-48.76244041065541, -0.7276679393793293]",1
566,"[-28.081870207475532, -3.1098799633093193]",1
567,"[-23.172754319836102, -12.395057674774069]",1
568,"[1.9105672031734726, -27.06685186719998]",1
569,"[14.986113689108501, -8.108834517681823]",1
570,"[28.151146235332707, -31.347884175030483]",1
571,"[38.93402393109557, -16.82435879550472]",1
572,"[24.247874147748718, -38.623487199238085]",1
573,"[23.06915243047735, -38.65098061872866]",1
574,"[11.16892577770893, -35.66890239178414]",1
575,"[28.45524182243526, -30.962505467912404]",1
576,"[5.8780544581283936, -39.169303092764274]",1
577,"[-8.307681454917915, -35.275108195857825]",1
578,"[28.5237030216899, -3.581037407244348]",1
579,"[30.222159665806885, 11.639440774832995]",1
580,"[-25.60042760593352, -4.771069093889835]",1
581,"[-16.274080320149, 27.440281539185648]",1
582,"[-33.26510170961699, -2.2564630659049687]",1
583,"[-35.4038090659345, -24.61471670347705]",1
584,"[30.144189639576204, -32.707681451613055]",1
585,"[27.063198510900317, -31.7835013809059]",1
586,"[34.45392487273473, 4.555740147275683]",1
587,"[10.614999173150405, 6.740947196114238]",1
588,"[37.78425284333301, 20.967759310128294]",1
589,"[-25.68247330294403, 20.571960801185156]",1
590,"[33.08996560480146, 1.1000276454191449]",1
591,"[34.83573127695935, -0.9233361246303807]",1
592,"[11.319331364177163, -32.01303779880509]",1
593,"[23.36625349537537, 16.84794885993773]",1
594,"[39.000814196724185, 22.639702854504645]",1
595,"[21.260164193074523, 8.666674741778474]",1
596,"[29.870539797535177, 16.287128991659326]",1
597,"[17.260191953026442, 17.271056819983343]",1
598,"[37.778369097814036, 21.359048654877554]",1
599,"[22.883071010474044, 16.718468518795657]",1
600,"[38.655510437306894, 22.48181769235233]",1
601,"[12.472052770374706, 24.84403301122983]",1
602,"[-25.3321637784048, -4.931070632719372]",1
603,"[-29.375336330287173, 7.145508569815945]",1
604,"[-19.749009780203703, 4.464836248463437]",1
605,"[-26.07779039421342, 20.42237396607349]",1
606,"[-31.270821474840478, -20.541021464880465]",1
607,"[2.4222185115067547, -38.99548687934014]",1
608,"[-7.319567325623563, -33.27958317287463]",1
609,"[-7.929779558486282, -32.132863361000986]",1
610,"[-24.320431455159707, -31.94527786496202]",1
611,"[-19.71666783257301, 7.122411587813676]",1
612,"[38.456824613674996, 24.497734656188534]",1
613,"[16.916797118326002, 17.21602465587801]",1
614,"[36.0432503465288, 22.430982170734097]",1
615,"[33.821297860387986, 13.999856804018338]",1
616,"[37.12405385560439, 26.790865317031223]",1
617,"[34.36049148734865, 14.358450450604039]",1
618,"[39.43963974960158, 23.477359295903046]",1
619,"[-19.71511640073202, 6.986310292593152]",1
620,"[7.564392546124877, 18.80008928736448]",1
621,"[-19.800890086703387, 4.8166534462684965]",1
622,"[-8.484250333005665, -4.328329243759343]",1
623,"[-17.986765934198747, 6.537748401694232]",1
624,"[-20.94734802092956, -23.403125597944513]",1
625,"[-31.16135415476244, 25.805569243204474]",1
626,"[3.820854076125292, -18.258796507427796]",1
627,"[30.125563468021944, 3.840706615037296]",1
628,"[9.414555553284092, 17.4374093706112]",1
629,"[-18.615658211478458, 6.725539696420144]",1
630,"[8.704587876331734, 19.202504147722525]",1
631,"[-17.7254165818918, 5.664831960691147]",1
632,"[8.612441404457982, 17.48050317755521]",1
633,"[-17.853425186501962, 6.019971155801237]",1
634,"[-31.3120137579282, -8.477862120922918]",1
635,"[18.216814574401532, 21.715778451582207]",1
636,"[8.818207611646669, 19.39924218223599]",1
637,"[-14.124635720462896, 2.7377383575082566]",1
638,"[-18.41534383621489, 15.327666542499086]",1
639,"[9.143917195143223, -29.656048376038367]",1
640,"[-7.005740530732726, 14.27904151843933]",1
641,"[13.701337571543263, -26.136947499166904]",1
642,"[12.80034778811753, 0.6760855111066292]",1
643,"[-38.199966476622215, -15.750666442764532]",1
644,"[12.2872247712096, -20.623420598113615]",1
645,"[-11.645086343238354, 26.26438128095951]",1
646,"[28.2319843533261, -29.313548265625194]",1
647,"[6.098753966881065, 26.29702316704642]",1
648,"[-14.518012568501366, 33.151166849345984]",1
649,"[-36.43743739022732, -3.156207165052093]",1
650,"[-36.65804943851892, 13.770632898386975]",1
651,"[-33.129265711964045, -3.386064504784626]",1
652,"[-36.03964090479572, 11.884050641173125]",1
653,"[-22.947379430911333, -12.81019978107447]",1
654,"[-26.973652240048366, 1.4646534152029937]",1
655,"[-5.939258884224498, -22.834626576701368]",1
656,"[11.209154775062691, 2.493043850986011]",1
657,"[1.6614424504594718, -23.833761391193043]",1
658,"[7.624916767226915, -32.82127790057316]",1
659,"[-21.229480793210282, -11.721773365029218]",1
660,"[-17.835641189119528, -31.8310060988636]",1
661,"[35.09263659413227, 32.69244067846735]",1
662,"[-30.09911800687285, -8.464252422469155]",1
663,"[-9.302557231993799, -34.168156025829504]",1
664,"[-32.825621486110435, -3.3471015620561246]",1
665,"[-34.70722952184055, 12.136017027691173]",1
666,"[8.418488325848024, 17.953166044678362]",1
667,"[24.035227993581834, -31.448159966245058]",1
668,"[28.356562547232645, -31.087773008723154]",1
669,"[21.829255681493137, -34.21548391319087]",1
670,"[26.906714612487118, -13.174716452852335]",1
671,"[12.37575945800562, -36.166781573586704]",1
672,"[26.971641474238506, -13.144823500854669]",1
673,"[25.655638606222173, -37.967839374636945]",1
674,"[12.583399053196787, -36.31412482812552]",1
675,"[37.447821974684736, 12.490432395801607]",1
676,"[29.456737984482658, 19.143276566644634]",1
677,"[31.46352850687712, 21.31033188968067]",1
678,"[31.126675766637856, 23.90540981501225]",1
679,"[36.86276158095352, 26.781784338886713]",1
680,"[28.839951817518713, 23.15185286213274]",1
681,"[36.830695405486715, 26.773023915039133]",1
682,"[12.9647044064222, -13.29745004739512]",1
683,"[-27.974930820622383, 2.0491428275942827]",1
684,"[-18.149211103934817, -34.04435434957113]",1
685,"[-29.93450813888378, 15.562672953122165]",1
686,"[3.870915353223734, -30.3062464794367]",1
687,"[-15.579803462114189, 15.868082213506227]",1
688,"[-16.584044331991237, -36.23580634503331]",1
689,"[-15.5105481281011, 16.05641210591217]",1
690,"[-16.442447943328872, -36.147124718413465]",1
691,"[-10.432073670908617, 17.41504096695805]",1
692,"[33.90100661924593, -6.928483511812234]",1
693,"[8.928743837120011, 19.21856698569341]",1
694,"[-17.6374551725735, 5.007431030042466]",1
695,"[-11.196032916386493, 35.535040104452676]",1
696,"[-9.016329782983977, 35.85149273574226]",1
697,"[-4.5746972030550745, 46.37053212647788]",1
698,"[-13.403252498099805, 37.88271235649288]",1
699,"[-34.80071901061823, -2.0687135380211212]",1
700,"[12.849503615176653, 41.32291952674267]",1
701,"[-35.31903903415669, 19.485636882210304]",1
702,"[12.613011287227646, 41.03890196255813]",1
703,"[-35.339839894596714, 19.5271531154623]",1
704,"[12.46125547880164, 42.29867071998027]",1
705,"[-37.681078007504844, 13.751397427112398]",1
706,"[-15.229962492890909, 32.73735075822627]",1
707,"[-8.146521898998728, -32.1723849387976]",1
708,"[-2.2914444864231087, -36.544442791808876]",1
709,"[-8.303085723888898, -35.579289155286446]",1
710,"[26.929311816169097, -29.253126952042845]",1
711,"[14.44791023212626, 34.55237508388788]",1
712,"[10.098525072445408, 40.34342300815987]",1
713,"[29.511149937724927, 10.614270057242521]",1
714,"[11.85631310191483, -35.10233030069009]",1
715,"[-49.21981745517566, 6.286569772122984]",1
716,"[-35.29755725465897, 7.678642057139338]",1
717,"[-14.833033918803377, 33.10742084176925]",1
718,"[-19.192235248101472, 23.74905446359312]",1
719,"[-16.6530326322079, -3.3205583730949835]",1
720,"[16.48180263264327, -1.9374795335627852]",1
721,"[2.0985217296213516, -15.220121736756687]",1
722,"[-0.2866750190791235, -27.90876649509453]",1
723,"[0.9443066588768554, -16.98757328658389]",1
724,"[-0.2818730905084378, -27.912408533153457]",1
725,"[0.7209411981307606, -17.079452065340828]",1
726,"[3.2560032423108165, -33.62475593210535]",1
727,"[-14.708659380122556, -23.560780685992334]",1
728,"[-7.448986334747286, -33.70004973016988]",1
729,"[-28.015804293207356, 2.2823355079260703]",1
730,"[4.542104794761991, -40.127903705421794]",1
731,"[-7.691893281310091, -33.95437637477073]",1
732,"[-18.90569765954924, -23.788679140813283]",1
733,"[-7.846282257766004, -34.1316581235297]",1
734,"[-8.270696075733078, -25.025990129992636]",1
735,"[2.3753890964849895, -38.77098957813975]",1
736,"[-7.406265860856849, -33.38558376886232]",1
737,"[-7.523040810365293, -30.068766260236988]",1
738,"[38.51754996005637, 24.10163143609601]",1
739,"[34.94109449103827, 33.18942853932492]",1
740,"[3.547631969047577, -16.826178015192124]",1
741,"[-4.911896895264575, 16.484992551126076]",1
742,"[30.286116376708424, -32.69933094509788]",1
743,"[20.930181914177457, -32.85488455689608]",1
744,"[28.155151853135376, -31.62690582508255]",1
745,"[21.080801191686607, -32.92174256133695]",1
746,"[38.348287961536975, -15.099197758043642]",1
747,"[27.862615555692003, -38.846379571127024]",1
748,"[12.715634307905049, -36.93369691398884]",1
749,"[26.899892619947043, -13.167040308222209]",1
750,"[-3.183800171563987, -18.478015907814633]",1
751,"[15.73043694644447, 16.529346038416584]",1
752,"[-6.215082965642786, -23.363710838646405]",1
753,"[29.931906727530325, 19.166417834362374]",1
754,"[33.60759654562736, 24.928838289200254]",1
755,"[31.045996811276577, 17.13251532230206]",1
756,"[19.23107117006333, 11.333487793934525]",1
757,"[33.552756591152196, 24.124243858506397]",1
758,"[30.62015233603747, 16.43692306722681]",1
759,"[33.33327943591816, 23.669801866786873]",1
760,"[33.32361935453823, 21.9925709180373]",1
761,"[33.30809600348294, 22.092411017704016]",1
762,"[33.43975106602906, 22.583574566512436]",1
763,"[20.544302618920465, 7.892447649144191]",1
764,"[-8.180755455895882, -5.632335148081455]",1
765,"[-8.147466752204386, -6.146751053237107]",1
766,"[-8.309784224907384, -5.767425522287362]",1
767,"[-8.020663266592058, -6.068917217796483]",1
768,"[-8.112632229173963, -5.518610550361825]",1
769,"[-7.015188394366727, -6.987516975839944]",1
770,"[-8.123594596567857, -5.119732563325318]",1
771,"[-21.1822311968439, -16.43565093579529]",1
772,"[-3.5943851376700797, 3.0953388201338163]",1
773,"[-29.825454823869425, -28.234163335481878]",1
774,"[-14.719228779825702, -22.702062211235063]",1
775,"[18.13732457122506, 9.846342946302276]",1
776,"[-31.07076316160858, -28.12806416283752]",1
777,"[20.68197188481557, 7.736585029181221]",1
778,"[-29.547846751063016, -28.211053401374187]",1
779,"[-6.457983867463105, 13.932564155067611]",1
780,"[37.51767595377603, -2.707199801485397]",1
781,"[0.8669883941000702, -12.209977301249731]",1
782,"[13.18098076304937, 25.390928258316766]",1
783,"[37.019933905239704, 22.47285656510281]",1
784,"[11.126268839643414, 24.808033123455484]",1
785,"[8.807117532499094, 17.147037380357087]",1
786,"[-14.802586585611186, 0.8964621615898756]",1
787,"[-14.421955938593477, 6.6922730745497585]",1
788,"[-28.819621445287694, -27.594209934412547]",1
789,"[-50.93034354728319, 5.7479971910548935]",1
790,"[-29.37089532859986, -25.733433607085]",1
791,"[3.6530756125473682, -26.08466064293442]",1
792,"[17.726998778081793, 27.547715188215943]",1
793,"[29.10122891589951, 5.709337984938325]",1
794,"[24.540504289315024, -22.308254988375406]",1
795,"[34.944182531738306, 0.2046103651794192]",1
796,"[38.41997592382605, -1.1809937493353613]",1
797,"[9.37916285046242, -18.13767352056493]",1
798,"[8.923970113590322, -17.00841660698487]",1
799,"[-0.8430742876453104, -9.764037030443069]",1
800,"[-20.035773122746914, -21.445625193052198]",1
801,"[-12.184545770525084, 7.377255618063693]",1
802,"[-20.345876640313286, 3.483404880605065]",1
803,"[-1.8214604745372232, 43.48704123564418]",1
804,"[-1.594344909567185, 45.02889238968662]",1
805,"[-1.3466278458400238, 45.39002159328763]",1
806,"[-1.3504731123709055, 45.34818502393713]",1
807,"[-1.6047680981781884, 45.30984949906915]",1
808,"[-2.094245824127073, 45.07022248481002]",1
809,"[-2.3725802166525893, 44.661879026607714]",1
810,"[-2.2797888604609944, 43.25833399261836]",1
811,"[-3.0612739814913366, 43.58910385213695]",1
812,"[-5.454103612694073, 43.550543145486756]",1
813,"[-6.285554261592168, 43.570298517040584]",1
814,"[-6.566120424763512, 43.529628439841275]",1
815,"[-6.924232893775092, 44.146836993194334]",1
816,"[-7.859618225327425, 45.55105394878345]",1
817,"[-12.031616180134533, 44.500894102261164]",1
818,"[-10.592416133755751, 45.4531076106933]",1
819,"[-12.108783417014884, 44.400032152339335]",1
820,"[-12.421538308486497, 44.50347552105132]",1
821,"[-38.119337872319385, 5.470982418342071]",1
822,"[-46.07297632064497, -1.7622602856392378]",1
823,"[-46.498727892585045, -1.7736201869411814]",1
824,"[-47.02995906084427, -1.591710851377364]",1
825,"[-47.59376676198456, -1.3494094516209747]",1
826,"[-47.87719037900198, -1.1339449437524882]",1
827,"[-48.17186088051991, -1.996740766823055]",1
828,"[-9.221216001522617, -24.948879046374117]",1
829,"[14.315856374193418, -39.06491858709725]",1
830,"[15.54692047280923, -3.6158275145980836]",1
831,"[9.308240082956415, 40.941398680613155]",1
832,"[25.408251914318853, -31.908775348035547]",1
833,"[25.286133278727, -35.57666844071667]",1
834,"[24.347428092249483, -38.13356459766442]",1
835,"[25.019482795636947, -35.72741685176888]",1
836,"[23.829882998637324, -32.020368366037225]",1
837,"[24.054459666236696, -31.634932390988837]",1
838,"[24.41515258454654, -34.83760995253353]",1
839,"[11.80373481256782, -34.530521421277705]",1
840,"[23.217461137034903, 29.269530602132487]",1
841,"[-10.775388929590857, 35.746184932096334]",1
842,"[19.673531476006975, 21.731944061746006]",1
843,"[-31.84732662742019, -6.455842187408172]",1
844,"[-35.408324569421076, -4.936041158260862]",1
845,"[-21.394236847230008, 4.717781543618969]",1
846,"[15.627715533747464, 39.298318184674585]",1
847,"[-17.163367864362318, 7.8481389254587555]",1
848,"[-14.11979008026034, 17.850676837612838]",1
849,"[-15.911510311583617, 3.393325948470455]",1
850,"[20.574487143879047, 27.94391809466712]",1
851,"[-32.40310025724325, -22.676022315224756]",1
852,"[23.307025663896955, -23.065327479229847]",1
853,"[28.746476990019346, -31.285749292510282]",1
854,"[-15.22229678966323, 3.9167703474948925]",1
855,"[35.743356419736884, 30.745109209236762]",1
856,"[34.624243557818616, 26.60495863537312]",1
857,"[11.858007457629201, -33.798780734042985]",1
858,"[38.97055347268659, 12.752534031828796]",1
859,"[27.54905298494418, 7.260404122842109]",1
860,"[-27.027486312939494, -22.471954536396304]",1
861,"[20.35156109235779, 22.708127471822877]",1
862,"[3.7251382996343434, 16.85934103988555]",1
863,"[20.092990454318784, 17.946499895908286]",1
864,"[30.952829909294795, 12.288765290548614]",1
865,"[28.555737061358023, 19.61067119581562]",1
866,"[31.790901782017517, 18.826684689142475]",1
867,"[34.004246008400315, 13.86344516241397]",1
868,"[34.16789471395558, 13.481250408619402]",1
869,"[16.655408674522413, 19.877845684245834]",1
870,"[9.849865727530057, 40.48619845655071]",1
871,"[-25.390429366733322, 7.452591658411172]",1
872,"[-35.61795534117449, 19.46549751849213]",1
873,"[-33.20811474075201, -3.3214440817526967]",1
874,"[-37.36089625730417, 13.757475662310593]",1
875,"[-36.54773672915887, 13.267163963054662]",1
876,"[-40.9196089509367, -2.5900496980493997]",1
877,"[-28.10809195534456, 2.580778852572328]",1
878,"[-21.984090206959912, -31.482436554694534]",1
879,"[-22.10073421227459, -31.625248379994627]",1
880,"[-0.6927792309327058, -36.74958970079178]",1
881,"[36.616442237233095, -16.062077690333926]",1
882,"[39.92135801736357, -9.497900460173733]",1
883,"[40.03218628086379, -9.290968651417648]",1
884,"[31.029128889825074, 14.608259490910633]",1
885,"[27.35621097042228, 16.622300229382542]",1
886,"[29.622810480659933, -4.459422209897527]",1
887,"[26.38390345254964, 16.794315813953485]",1
888,"[27.521490007817764, -6.259872502355563]",1
889,"[-15.547798402432111, 32.020793389420696]",1
890,"[-33.76507476413041, -27.56803220810979]",1
891,"[-36.35936068401931, 19.288453899607063]",1
892,"[-35.25699486703813, -1.6995446871027384]",1
893,"[-19.597838791928034, -28.682252185461135]",1
894,"[-15.348347348175139, 19.269177090052633]",1
895,"[28.57509665485654, -6.708561149347058]",1
896,"[26.86683389452129, 16.17819710335054]",1
897,"[39.827972260676624, -9.849805535634804]",1
898,"[10.21660902181787, 9.507777558318415]",1
899,"[1.5586995713551481, -35.6808353375806]",1
900,"[-15.7666587413078, 31.391255747183077]",1
901,"[-20.19104923073326, -22.324647374709755]",1
902,"[-18.264284255134672, 19.30052935579246]",1
903,"[-29.028195632655205, -26.796604856475096]",1
904,"[-44.07642668125991, 10.253834924228789]",1
905,"[-43.325950430516464, 10.151819096330799]",1
906,"[-44.09894022204001, 10.287577908225463]",1
907,"[-18.949689838197067, -4.207320251899893]",1
908,"[-2.76042057551892, -21.029036754931948]",1
909,"[-2.9965381818103953, -18.642367140387105]",1
910,"[35.12350858244864, -17.934121422929774]",1
911,"[25.087331799316537, -40.05545568233586]",1
912,"[11.871752331643435, -34.40878787621266]",1
913,"[24.93057604395864, -31.614019566311995]",1
914,"[-7.061646431794815, 19.024356587639154]",1
915,"[-8.350853194500424, -0.9181409052028049]",1
916,"[1.941756421497832, -30.79196547711341]",1
917,"[-24.183654761265874, 13.181250245046673]",1
918,"[-24.234848138961393, 13.34199248531179]",1
919,"[-32.03000597275669, -12.59748679560095]",1
920,"[-8.815588474730522, -34.246262420751926]",1
921,"[-8.419002974487853, -32.34108896557481]",1
922,"[-14.586624572762105, -23.389851417180665]",1
923,"[-5.329367102544801, -32.432940496300205]",1
924,"[-5.716138257050008, -32.169037716152744]",1
925,"[13.838053866601745, -38.802266251652085]",1
926,"[37.76592549698825, -14.798462705608282]",1
927,"[12.899220371937803, -36.7267402222926]",1
928,"[38.13585161428323, -12.665793243325624]",1
929,"[22.484883675672712, -36.73215422105763]",1
930,"[33.86278184351884, -22.282403067822223]",1
931,"[41.83506660999323, 17.247382897922417]",1
932,"[29.60633197241459, 19.31969078532541]",1
933,"[36.04041008105014, 26.73082606210726]",1
934,"[20.694780286448303, 19.129707646337902]",1
935,"[36.414076232213944, 26.81371533201842]",1
936,"[21.664546543183125, 18.880568099265474]",1
937,"[36.48585839878149, 26.771523579465125]",1
938,"[21.67012887111705, 18.86071700816841]",1
939,"[38.65397830239668, 23.59296396162945]",1
940,"[-29.804216717510656, -27.44619194501183]",1
941,"[-32.37318948946481, -26.525382008637294]",1
942,"[-36.01923035473101, -3.846051266077536]",1
943,"[-33.294912903277854, -26.929065030782716]",1
944,"[-44.45201538871463, 0.9440793627676609]",1
945,"[-42.872740175226596, 9.695560950873512]",1
946,"[-35.61099270913403, 15.53865012534905]",1
947,"[-26.66843994798367, 21.343783290511436]",1
948,"[28.697582396995276, -29.81772958568729]",1
949,"[14.607965060650574, -25.832594521611988]",1
950,"[23.09344362242309, -32.265161501830676]",1
951,"[36.66352075485876, -15.257568663902692]",1
952,"[41.02412711216437, 12.823110186842754]",1
953,"[14.344955742015063, -0.552191266153974]",1
954,"[-7.885857468087367, -9.203978001228696]",1
955,"[18.92033138454455, 10.84356791532814]",1
956,"[33.59499077895942, 23.25030381767656]",1
957,"[31.014856216596183, 16.884521291464115]",1
958,"[17.75569633581514, 10.213884143897186]",1
959,"[17.916919616239745, 10.643787643498314]",1
960,"[18.23999370560086, 10.206178072493328]",1
961,"[17.650272579630936, 9.942611382460013]",1
962,"[2.078109243769118, -13.565275999311385]",1
963,"[33.51715007954963, 20.964515131419272]",1
964,"[17.157984529354522, 9.630875885084036]",1
965,"[-5.31842250487588, -7.860168441101845]",1
966,"[27.937180457030838, 13.32706707593468]",1
967,"[29.96329935068838, 13.190867307098417]",1
968,"[32.9972939057365, 11.99802196114727]",1
969,"[33.469197195731965, 11.981709521419498]",1
970,"[32.56567121021428, 11.702988078793137]",1
971,"[-4.953092272063878, -10.236742108776603]",1
972,"[-50.98741900829349, 5.77423906696694]",1
973,"[2.460024891552191, -34.796915630101914]",1
974,"[-15.978610423984172, 17.196954298549898]",1
975,"[9.169104154556326, -23.02452695859109]",1
976,"[14.24687093275083, 0.011035902894855738]",1
977,"[12.167695467379852, 0.9425344182938991]",1
978,"[-22.310165749795022, -23.675459464508837]",1
979,"[-11.277058556935707, 5.440785043741871]",1
980,"[30.194324696798283, 13.205326339506085]",1
981,"[31.825631697782313, 23.276817889518366]",1
982,"[27.626810385485165, 6.2559385908723595]",1
983,"[8.673795721526664, 16.407836225587467]",1
984,"[16.491718075067507, 0.7142913728896876]",1
985,"[-22.075642798047024, 2.575968007634266]",1
986,"[-20.271207935745906, 6.631060904600704]",1
987,"[-15.514617330701844, 6.51057911261957]",1
988,"[-11.389700215642918, 6.853179283930283]",1
989,"[-14.9886697584724, 6.3918835105674345]",1
990,"[-15.130676379808456, 6.318070921754113]",1
991,"[11.134355129583007, 24.35935686427457]",1
992,"[27.614971545145526, 1.3669498670086355]",1
993,"[-2.6431381587252463, 44.452496859047486]",1
994,"[-4.9349557900477015, 45.83232248384567]",1
995,"[-5.489564934183634, 46.07665845320635]",1
996,"[-6.162663714745104, 46.220942014296]",1
997,"[-6.525197983620647, 46.310176660413674]",1
998,"[-6.693680836531265, 46.25885430316849]",1
999,"[-6.900020699953389, 46.057008115891385]",1
1000,"[9.253044468283294, -3.876207386834399]",2
1001,"[34.87750350226635, -5.422087282770817]",2
1002,"[10.847774041612592, -27.554816947107945]",2
1003,"[2.8659718035753254, -36.33520214095491]",2
1004,"[32.75375887137268, -6.039904770411234]",2
1005,"[2.9820923377685666, -35.83571152475314]",2
1006,"[32.213312767590864, -6.489089309850238]",2
1007,"[3.3356897207904495, -37.165578885792726]",2
1008,"[23.388888046610848, 5.698266535143122]",2
1009,"[-1.2537906180815137, 16.091986410032366]",2
1010,"[27.033531782166843, 18.014499068769343]",2
1011,"[40.35272916541777, 15.88662967911112]",2
1012,"[40.52199575211111, 15.621019321381603]",2
1013,"[40.46955905208197, 15.573394146459082]",2
1014,"[30.456796842443563, 31.343494110673554]",2
1015,"[19.892636067179193, -11.277376279046226]",2
1016,"[-11.613796364533615, -11.886886950220369]",2
1017,"[-12.328017744158252, -12.577357110993626]",2
1018,"[-12.895132980895411, -11.147610336213504]",2
1019,"[-13.145109945219248, -10.475345162085164]",2
1020,"[-12.380848632158875, -12.581175009721896]",2
1021,"[-12.948254925244083, -10.346625881689786]",2
1022,"[20.679334096588732, -38.70163572718172]",2
1023,"[21.273144967953534, -38.78007653443944]",2
1024,"[17.696296129824002, -40.65459223904868]",2
1025,"[-9.089479395161622, -13.200279544746031]",2
1026,"[-18.188968785172772, -8.990358665273641]",2
1027,"[20.093654251356167, -10.28338433203362]",2
1028,"[38.06482515067669, 12.377162340957693]",2
1029,"[28.742531572147147, 31.91211699029184]",2
1030,"[-6.636815078077484, -15.219446573868945]",2
1031,"[15.897301594801085, -37.25871648845814]",2
1032,"[15.90211121677908, -37.1819480788897]",2
1033,"[-5.451006866423551, -15.748575255830069]",2
1034,"[-6.411732022509334, -15.703624067871102]",2
1035,"[-7.692007922775059, -17.535661447232116]",2
1036,"[-7.758915680472927, -17.87154854810199]",2
1037,"[-8.694038215180353, -22.199050521569344]",2
1038,"[-7.725663149348794, -18.404873315980925]",2
1039,"[-26.185715963576072, -33.40346643330703]",2
1040,"[-26.17142843585176, -33.375470419732586]",2
1041,"[-31.67663416281946, -18.126030020097478]",2
1042,"[-32.360610707402984, -18.06607454772838]",2
1043,"[-32.75765548746244, -18.265928127893492]",2
1044,"[-32.86139394564071, -18.435672560459388]",2
1045,"[-32.97304965174347, -18.79533078885376]",2
1046,"[-33.27329348416688, -19.410982211820468]",2
1047,"[-33.85745469674057, -20.05484446159153]",2
1048,"[-34.528961660225, -20.466525513971696]",2
1049,"[-35.59290129484723, -20.914126720304136]",2
1050,"[-37.29053338037769, -21.719698770835997]",2
1051,"[-38.625445760420185, -22.01709803662234]",2
1052,"[-39.65686772672436, -21.875104420609215]",2
1053,"[-40.01121060277853, -21.806015156889398]",2
1054,"[-40.44364155805356, -21.82488355414079]",2
1055,"[-40.981575937356205, -21.978861303384264]",2
1056,"[-41.59021585403218, -22.329333072214496]",2
1057,"[-42.70697820802753, -22.692424808040098]",2
1058,"[-8.357439311161496, 40.7062782067132]",2
1059,"[-6.2808845271070135, 46.760284369950504]",2
1060,"[-6.051283688273009, 40.82383344219435]",2
1061,"[-6.600295969875808, 40.85562904014501]",2
1062,"[-6.7554951933999705, 40.80466663363919]",2
1063,"[-6.813093105385741, 40.560590881605954]",2
1064,"[-6.817828919616466, 40.123699213653076]",2
1065,"[-6.925595789274925, 39.554448909155404]",2
1066,"[-7.136251283735156, 38.905418904643874]",2
1067,"[-7.297117823000281, 38.061510375945765]",2
1068,"[-7.345424707636531, 37.35057097034552]",2
1069,"[-7.2671852144951155, 37.043908409681855]",2
1070,"[-7.166991749900157, 37.120152999250486]",2
1071,"[-8.83092675528634, 36.84401857269446]",2
1072,"[-5.25813405608307, 37.51215306536188]",2
1073,"[-12.464025703676263, 35.58241482277585]",2
1074,"[-4.604249242790118, 37.76792114109168]",2
1075,"[-12.524300145431562, 35.945918413697406]",2
1076,"[-5.2369316675073545, 36.99265114315885]",2
1077,"[-12.792801560084042, 35.28087952424661]",2
1078,"[-5.514005803389723, 36.650857408016]",2
1079,"[12.305047676748497, 35.381188510377115]",2
1080,"[30.400724244435143, 3.58555434726852]",2
1081,"[31.014288029358926, -17.66883044989355]",2
1082,"[3.0458175003722516, -42.12703065606664]",2
1083,"[3.372192401186499, -41.91150841094027]",2
1084,"[39.40729386636598, 1.6215460788894431]",2
1085,"[34.22893664240705, 29.380790344612134]",2
1086,"[42.83806682854053, 16.343386540361944]",2
1087,"[43.01808941996806, 15.468491684676769]",2
1088,"[42.80150372298929, 16.110409497394453]",2
1089,"[43.36840844409169, 14.937085780668216]",2
1090,"[42.316807698819424, 16.300839327439874]",2
1091,"[43.503906978512084, 14.850697707455161]",2
1092,"[42.37654640426478, 16.058182583946174]",2
1093,"[19.734448401697257, -12.050418914509573]",2
1094,"[-21.12484004041601, -16.27227430606302]",2
1095,"[-7.144688364514444, -5.574642611559958]",2
1096,"[-22.424089719250233, -23.88381373226824]",2
1097,"[-39.92516260069798, 1.6223157811202722]",2
1098,"[-37.38550116208537, -13.018594336646693]",2
1099,"[-21.46552320799609, -34.69049915344844]",2
1100,"[-17.819398023073887, -37.04037604506704]",2
1101,"[-18.18705500092887, -37.9925994513267]",2
1102,"[-20.768709451868375, 2.720510013115817]",2
1103,"[7.177713122093615, 26.621246392652516]",2
1104,"[9.35708241345886, 26.00473929525977]",2
1105,"[8.742018026995938, 28.470710226518875]",2
1106,"[9.600893616924111, 26.45544182061723]",2
1107,"[10.346708697581924, 32.692832004638916]",2
1108,"[10.46325383582781, 32.99079339036093]",2
1109,"[10.538382466410168, 33.14067311877677]",2
1110,"[42.33543807520264, 22.741229688048175]",2
1111,"[35.690591581467615, 32.42829899324997]",2
1112,"[16.3489267522142, 18.759378264589383]",2
1113,"[21.65140013823622, 27.46891935540516]",2
1114,"[-7.216142230433699, -13.375094205585437]",2
1115,"[-17.11814221937402, -14.277906392842048]",2
1116,"[-26.1475787500575, -7.865144715022155]",2
1117,"[-26.2371223361459, -7.654230021876343]",2
1118,"[-26.248866610091167, -7.5973416690472435]",2
1119,"[-26.03497152450308, -7.95932368036087]",2
1120,"[-26.557625903113824, -2.5278799783283676]",2
1121,"[-26.594505508984028, -6.365080603249432]",2
1122,"[-26.43044151866343, -2.3968720684769456]",2
1123,"[-26.19980938021638, -4.000571365152823]",2
1124,"[-26.198557910981005, -6.0970868724610625]",2
1125,"[-13.055924824872491, -24.100775789569962]",2
